Serial_Number,List_Year,Town,Address,Assessed_Value,Sale_Amount,Sales_Ratio,Property_Type,Residential_Type,Years_until_sold
18022,2018,Farmington,8883 SOUTH RIDGE RD,96710,170000,0.5688,Nan,Nan,0
180022,2018,Hebron,102-108 WELLSWOOD RD,1512170,2080000,0.727004808,Nan,Nan,0
180029,2018,Middlebury,GUNTOWN RD,940,2280,0.4122,Nan,Nan,0
18989,2018,Hartford,128 COLLINS ST,980000,1872000,0.5235,Nan,Nan,1
180285,2018,New Britain,95 MITCHELL ST,205520,425000,0.4835,Nan,Nan,1
180636,2018,New Haven,10 LIBERTY ST,1149470,3250000,0.3536,Nan,Nan,1
18315,2018,Newtown,5 COMMERCE ROAD,260890,266000,0.9807,Nan,Nan,1
18205,2018,North Haven,135 WASHINGTON AVE,692720,980000,0.7068,Nan,Nan,1
180012,2018,Clinton,25 RIVERSIDE DR,125000,175000,0.7142,Condo,Condo,0
180151,2018,Fairfield,402 PEQUOT AVENUE,994910,2150000,0.4627,Nan,Nan,0
180079,2018,Groton,24 PENDLETON FARM LN,68110,60000,1.1351,Nan,Nan,0
180026,2018,Killingworth,141 POND MEADOW ROAD,71280,100000,0.7128,Nan,Nan,0
180179,2018,New Haven,62 CARMEL ST,116340,215000,0.5411,Nan,Nan,0
180135,2018,Brooklyn,564 PROVIDENCE RD,3913400,4315374,0.9068,Nan,Nan,1
18123,2018,Marlborough,VICTORI LN,66570,90000,0.7396,Nan,Nan,1
180624,2018,Meriden,2-3 NORTHWOOD PL,24850,50000,0.497,Condo,Condo,1
180535,2018,Meriden,101 PINE MEADOW,57120,105000,0.544,Condo,Condo,1
181275,2018,Milford,43 GREENWICH WAY,132020,219000,0.6028,Condo,Condo,1
18990,2018,Hartford,275 WESTLAND ST,1050000,2450000,0.4285,Nan,Nan,1
180285,2018,Hamden,2330 WHITNEY AVE REAR,939120,1700000,0.5524,Nan,Nan,1
18316,2018,Monroe,19 SENIOR DR,80900,140000,0.5778,Condo,Condo,1
180268,2018,Middletown,695 MAIN ST,355190,500000,0.7103,Nan,Nan,1
180630,2018,Milford,1520 BOSTON POST RD,3321430,4350000,0.7635,Nan,Nan,0
18000183,2018,Brookfield,34 MONIKA LN,104220,175000,0.595542857,Condo,Condo,1
180751,2018,Greenwich,358 WEST PUTNAM AVE,545860,900000,0.6065,Nan,Nan,1
180375,2018,Danbury,57 MAIN ST,820500,1100000,0.7459,Nan,Nan,1
18114,2018,North Haven,441 WASHINGTON AVE,703570,1750000,0.40204,Nan,Nan,1
18074,2018,Colchester,69 DANIEL DR,55100,75000,0.7346,Nan,Nan,1
180277,2018,Cromwell,2 BELHAVEN,349680,660000,0.529818182,Condo,Condo,1
18366,2018,Hartford,218 LEDYARD ST,91770,115000,0.798,Nan,Nan,1
180123,2018,Guilford,106 LYNN DR,175120,235000,0.745191489,Nan,Nan,1
180032,2018,Greenwich,50 CHURCH ST 4,574490,899000,0.639,Condo,Condo,0
180088,2018,Coventry,SATARI DR,370700,245000,1.513,Nan,Nan,1
18909,2018,Middletown,BEAR HILL RD,16860,125000,0.1348,Nan,Nan,1
18508,2018,Hartford,94 EDWARDS ST,39760,80000,0.497,Nan,Nan,1
180610,2018,Milford,19 BIANCA DR,457510,755000,0.6059,Condo,Condo,0
180720,2018,New Haven,150 WOOSTER ST,469140,1000000,0.4691,Nan,Nan,1
18578,2018,Hartford,241 LEDYARD ST #B03,60900,120000,0.5075,Nan,Nan,1
180276,2018,Meriden,1402 PADDOCK VILLAGE,96390,145000,0.6647,Condo,Condo,1
180270,2018,New Haven,457 WHALLEY AVE,1996190,6700000,0.2979,Nan,Nan,1
180736,2018,Glastonbury,64 ADDISON RD,7350000,11450000,0.6419,Nan,Nan,1
180203,2018,Groton,0 TYLER AVE,58450,90000,0.6494,Nan,Nan,1
181374,2018,Milford,16 SEAHAWK CT,177370,273000,0.6497,Condo,Condo,1
180417,2018,Fairfield,50 STONE RIDGE  #1B,392420,525000,0.7474,Condo,Condo,1
180818,2018,Milford,733 EAST BROADWAY,268800,370000,0.7264,Nan,Nan,1
180055,2018,Manchester,935-C3 MAIN STREET,91500,105000,0.8714,Nan,Nan,0
180198,2018,Glastonbury,1199 HEBRON AVE,248900,350000,0.7111,Nan,Nan,1
180209,2018,Clinton,280 EAST MAIN ST #B2,70800,123000,0.5756,Condo,Condo,1
180197,2018,Plainville,52 EAST ST,381850,725000,0.5266,Nan,Nan,1
180083,2018,Wallingford,110 PUTTER DR,113500,142500,0.7964,Condo,Condo,0
180466,2018,Trumbull,2750 RESERVOIR AVE,11508210,17120000,0.6722,Nan,Nan,1
180037,2018,Somers,39 TANGLEWOOD DR,197400,389885,0.5063,Condo,Condo,0
180019,2018,Wallingford,37 WHITE TAIL LN,114700,183000,0.6267,Condo,Condo,0
180011,2018,Woodstock,35 WOODSTOCK MEADOWS,68200,105000,0.6495,Condo,Condo,0
1800286,2018,Stamford,1400 BEDFORD STREET # 6,191210,350000,0.5463,Condo,Condo,0
18759,2018,West Haven,690 FOREST RD #661,140070,225000,0.6225,Condo,Condo,1
180209,2018,Stonington,32 BROADWAY AVE,291100,375000,0.7762,Nan,Nan,1
180574,2018,Wallingford,701-D2 CENTER ST,192200,285000,0.6743,Condo,Condo,1
180072,2018,Tolland,8 WEIGEL VALLEY DRIVE,174200,232000,0.7508,Condo,Condo,1
180294,2018,Vernon,1262 HARTFORD TPKE,108960,148200,0.7352,Nan,Nan,1
180279,2018,Simsbury,32 RIVERWALK DRIVE,153300,261000,0.5873,Condo,Condo,1
181695,2018,Waterbury,734 EAST MAIN ST,109040,145000,0.752,Nan,Nan,1
180270,2018,Seymour,4 SPRING ST,91630,100000,0.9163,Nan,Nan,1
180403,2018,Stonington,MASONS ISLAND RD,149000,250000,0.596,Nan,Nan,1
180615,2018,Stratford,181 BREAKERS LN,182070,220000,0.8275,Condo,Condo,1
18068,2018,Salisbury,ROCKY LANE,362600,600000,0.6043,Nan,Nan,1
18367,2018,North Haven,33 LEXINGTON GARDENS,275730,420000,0.6565,Condo,Condo,1
180665,2018,Shelton,0 WHEELER ST,56330,78000,0.7221,Nan,Nan,1
1801016,2018,Stamford,47 PAKENMER ROAD,210690,265000,0.795,Nan,Nan,1
180213,2018,Torrington,3568 WINSTED RD,259680,279000,0.9307,Nan,Nan,0
180184,2018,Simsbury,62 LAUREL LANE,83790,20000,4.1895,Nan,Nan,1
180413,2018,Vernon,6-1 BAMFORTH RD,78090,130000,0.6006,Condo,Condo,1
1800048,2018,Stamford,0 WOODBINE ROAD LOT 8,208310,300000,0.6943,Nan,Nan,0
180232,2018,Vernon,11 BRIDLEWOOD LN,185560,240000,0.7731,Condo,Condo,1
18268,2018,North Haven,25 STILES LN,257950,570000,0.4525,Nan,Nan,1
180142,2018,Oxford,5 MORSE RD,129600,220000,0.589,Nan,Nan,1
18142,2018,Plainfield,0 NEW RD,42550,52000,0.818269231,Nan,Nan,1
180079,2018,Plainville,444 EAST ST,405930,800000,0.5074,Nan,Nan,0
180023,2018,Preston,31 ROUTE 2,308400,500000,0.6168,Nan,Nan,0
180206,2018,Plainville,466 EAST ST UNIT 14,65520,108000,0.6066,Condo,Condo,1
180259,2018,Shelton,127 HUNTERS CREEK,204960,265000,0.7734,Condo,Condo,1
180030,2018,Seymour,52 SKOKORAT ST,228200,359000,0.6356,Nan,Nan,0
18509,2018,West Haven,165 FRONTAGE RD,201460,420000,0.4796,Nan,Nan,1
180042,2018,Woodbridge,57 PARK LN,114170,75000,1.5222,Nan,Nan,1
1800187,2018,Stamford,21 WILLIAM STREET,769150,1300000,0.591653846,Nan,Nan,0
180094,2018,Prospect,14 UNION CITY RD,867610,1825000,0.4754,Nan,Nan,1
180022,2018,Woodstock,882 RT 169,25500,25000,1.02,Nan,Nan,0
180536,2018,Shelton,4 CISCO DR,367850,510000,0.7212,Condo,Condo,1
181346,2018,Waterbury,496 WEST MAIN ST,139400,358000,0.3893,Nan,Nan,1
180365,2018,Wallingford,393 CENTER ST,195500,235850,0.8289,Nan,Nan,1
180441,2018,Westport,302 LANSDOWNE,469000,680000,0.6897,Condo,Condo,1
180394,2018,Torrington,331 LEDGE DR,57850,70000,0.8264,Condo,Condo,1
18758,2018,West Haven,COVE ST,41860,65000,0.644,Nan,Nan,1
180583,2018,Stratford,538 B NORTH TRAIL,140350,235000,0.5972,Condo,Condo,1
180061,2018,Winchester,496 MAIN ST,46480,64000,0.7262,Nan,Nan,0
180147,2018,Bristol,597 TERRYVILLE RD,102416,125000,0.8193,Nan,Nan,0
18011,2018,Andover,200 BEAR SWAMP ROAD,262800,326450,0.805,Single Family,Single Family,0
180078,2018,Enfield,6 AVON ST,163410,255000,0.6408,Single Family,Single Family,0
180601,2018,Bristol,108 PUTNAM ST,110790,118125,0.937904762,Three Family,Three Family,1
1800024,2018,New Milford,44 HILLENDALE DR,173950,257500,0.6755,Single Family,Single Family,0
18078,2018,Haddam,229 GRAPEVINE RD,178540,265000,0.6737,Single Family,Single Family,1
18000078,2018,Brookfield,87 OBTUSE ROAD SOUTH,179240,294000,0.6096,Single Family,Single Family,1
180510,2018,New Haven,675 TOWNSEND AV # 127,143220,175000,0.8184,Condo,Condo,1
180867,2018,Greenwich,80 NORTH SOUND BEACH AVE EXT,669970,860000,0.779,Single Family,Single Family,1
180400,2018,Bethel,3 TROWBRIDGE DRIVE,1066520,1500000,0.711,Nan,Nan,1
180061,2018,Ledyard,1 CONRAD CT,161280,250000,0.6451,Single Family,Single Family,0
180131,2018,Beacon Falls,104 FOXTON COURT,74340,125000,0.5947,Condo,Condo,1
180034,2018,Morris,51 STODDARD RD,66170,135000,0.490148148,Nan,Nan,1
181313,2018,Milford,611 BUCKINGHAM AVE,184520,314000,0.5876,Single Family,Single Family,1
180609,2018,Greenwich,11 CRESCENT RD,1501150,1965000,0.7639,Single Family,Single Family,1
180172,2018,Bridgeport,1155 HUNTINGTON TER,145450,170000,0.8555,Single Family,Single Family,0
180883,2018,Meriden,104 HIDDEN GABLES,106330,158000,0.6729,Condo,Condo,1
18633,2018,Hartford,132 AMHERST ST,46445,160000,0.2902,Single Family,Single Family,1
180259,2018,Berlin,109 EPISCOPAL ROAD; 4-4/81/9/2,7800,199000,0.03919598,Nan,Nan,1
180231,2018,Bethel,61 HIDDEN BROOK TRAIL,279230,438000,0.6375,Condo,Condo,1
18758,2018,Hartford,60 ENFIELD ST,25830,62500,0.41328,Three Family,Three Family,1
181742,2018,Bridgeport,105 AUSTIN ST,198970,382000,0.5208,Four Family,Four Family,1
18014,2018,Hartford,84 COWLES ST,42315,115000,0.3679,Single Family,Single Family,0
18799,2018,Hartford,123 BONNER ST,53025,210000,0.2525,Three Family,Three Family,1
180006,2018,East Lyme,11 LAKEVIEW HEIGHTS RD,224070,371000,0.6039,Single Family,Single Family,0
18069,2018,Andover,285 BOSTON HILL,241250,685000,0.352189781,Single Family,Single Family,1
18008,2018,Montville,1495 ROUTE 32 & ROUTE 32,104120,35000,2.974857143,Single Family,Single Family,0
18331,2018,Monroe,142 OLD TANNERY RD,217100,275000,0.7894,Single Family,Single Family,1
180373,2018,Middletown,216 CAMP ST,99280,178000,0.5577,Single Family,Single Family,1
181867,2018,Bridgeport,126 OGDEN ST,111260,200000,0.5563,Single Family,Single Family,1
180278,2018,Newington,124 HOWARD ST,133150,140000,0.951071429,Single Family,Single Family,1
180063,2018,Bethel,45 B PLUMTREES ROAD 5B,127820,148900,0.858428475,Condo,Condo,0
180093,2018,Beacon Falls,1 TIMBERLAND WAY,257420,390000,0.66,Condo,Condo,1
18619,2018,East Hartford,839 BREWER ST,118470,220000,0.5385,Single Family,Single Family,1
18004,2018,Newtown,31 NEW LEBBON ROAD,220370,390000,0.565,Single Family,Single Family,0
180387,2018,New Britain,68 CITY AVE,107660,125000,0.8612,Two Family,Two Family,1
180073,2018,Bristol,67 DOUGLAS RD,99610,146000,0.6822,Single Family,Single Family,0
180806,2018,Bridgeport,479 WAYNE ST,102225,164000,0.6233,Single Family,Single Family,1
180521,2018,Danbury,7 CRESTDALE DR,187200,102500,1.8263,Single Family,Single Family,1
18286,2018,East Hartford,"18 HANMER ST., UNIT A1",36900,60000,0.615,Condo,Condo,1
180278,2018,Bridgeport,37 ROWSLEY ST APT LEASEHOLD NO,101750,97000,1.048969072,Nan,Nan,0
180096,2018,Beacon Falls,100 NORTH MAIN STREET,244440,275000,0.8888,Nan,Nan,1
180902,2018,New Haven,66 PERKINS ST,113820,216300,0.5262,Single Family,Single Family,1
180095,2018,North Branford,295 CLINTONVILLE RD,205900,285000,0.7224,Single Family,Single Family,1
181048,2018,Fairfield,705 TOWNE HOUSE ROAD,565460,850000,0.6652,Single Family,Single Family,1
180093,2018,Killingworth,36 BOULDER TRAIL,35740,46000,0.7769,Single Family,Single Family,1
180017,2018,Branford,35 OAK RIDGE RD,180500,287500,0.6278,Single Family,Single Family,0
181010,2018,Danbury,16 HAWTHORNE COVE RD,250600,347500,0.7211,Single Family,Single Family,1
180854,2018,New Haven,416 WHALLEY AV,170520,230000,0.7413,Nan,Nan,1
180004,2018,New Britain,130 EDDY GLOVER BLVD,115220,126277,0.9124,Single Family,Single Family,0
180262,2018,Meriden,1140 WEST MAIN ST,111020,188500,0.5889,Single Family,Single Family,1
180147,2018,Bethel,20 WILDWOOD CIRCLE,271320,365000,0.7433,Single Family,Single Family,1
180478,2018,Meriden,205 PARKER AVE,106890,155000,0.689612903,Single Family,Single Family,1
180021,2018,Killingworth,30 BOULDER TRAIL,28990,42500,0.6821,Single Family,Single Family,0
181854,2018,Bridgeport,95-97 RIDGE AVE,28970,10000,2.897,Nan,Nan,1
180055,2018,Goshen,443 EAST HYERDALE DRIVE,208000,310000,0.6709,Single Family,Single Family,1
180018,2018,Bozrah,6 HICKORY LA,104890,218000,0.481146789,Single Family,Single Family,1
180104,2018,Berlin,453 CHRISTIAN LANE,249100,265000,0.94,Nan,Nan,0
180114,2018,East Windsor,44 OLD ELLINGTON RD,636220,427000,1.4899,Nan,Nan,1
18243,2018,Newtown,9 POND BROOK ROAD,239620,385000,0.6223,Single Family,Single Family,1
180384,2018,Newington,150 HAMPTON CT,95990,119900,0.8005,Condo,Condo,1
180252,2018,Ellington,341 JOBS HILL RD,133320,113000,1.1798,Single Family,Single Family,1
180466,2018,Middletown,56 HIGBY RD,271230,425000,0.6381,Single Family,Single Family,1
180561,2018,Bridgeport,84 RAINBOW ROAD,114060,90000,1.2673,Single Family,Single Family,1
18403,2018,East Hartford,87 EVANS AVE,88250,106000,0.8325,Single Family,Single Family,1
18608,2018,Hartford,61 MAHL AVE,46095,148500,0.3104,Three Family,Three Family,1
18054,2018,Newtown,6 GLEN ROAD,268990,290000,0.9275,Nan,Nan,0
180117,2018,North Branford,15 DAVID LANE,141900,193000,0.7352,Single Family,Single Family,1
180172,2018,Groton,195 LESTERTOWN RD,166110,190000,0.8742,Single Family,Single Family,1
1800189,2018,East Haven,234 COE AVE,1881800,880000,2.1384,Nan,Nan,1
18069,2018,Ashford,627 WESTFORD RD,155200,225000,0.6897,Single Family,Single Family,1
181599,2018,Bridgeport,41 PRESCOT ST,141780,285000,0.4974,Single Family,Single Family,1
180049,2018,Ansonia,29 ELAINE DR,109100,51666,2.1116,Single Family,Single Family,0
180133,2018,Greenwich,55 OLD STONE BRIDGE RD,824040,952500,0.8651,Single Family,Single Family,0
18110,2018,Hartford,1904 BROAD ST,67620,234000,0.2889,Three Family,Three Family,0
180083,2018,Beacon Falls,54 COOK LANE,215500,295000,0.7305,Single Family,Single Family,1
180089,2018,East Windsor,19 DANIEL DR,101080,156000,0.6479,Single Family,Single Family,1
180536,2018,Bridgeport,573 OGDEN ST,102790,21200,4.8485,Single Family,Single Family,1
180738,2018,Bristol,763 KING ST,104440,120000,0.8703,Single Family,Single Family,1
180947,2018,Hamden,45 CORBIN RD,132650,232000,0.571767241,Single Family,Single Family,1
180130,2018,Guilford,132 NORTONTOWN RD,257010,315000,0.8159,Single Family,Single Family,0
18023,2018,North Haven,5 BUELL ST,219310,313000,0.7006,Single Family,Single Family,0
18002,2018,Montville,19 STARR RD,93860,160000,0.5866,Single Family,Single Family,0
180161,2018,Branford,62 DAMASCUS RD,303000,494000,0.6133,Single Family,Single Family,1
180717,2018,Danbury,4 FARVIEW AV #1-1,43000,97500,0.441025641,Condo,Condo,1
180808,2018,New Haven,429 ELLSWORTH AV,240170,500000,0.4803,Nan,Nan,1
180709,2018,Bristol,6 ROBERGE RD,106420,115000,0.9253,Single Family,Single Family,1
18046,2018,New Hartford,68 INDIAN MEADOW,310380,465000,0.6674,Single Family,Single Family,1
181296,2018,Danbury,11 SPRUCE ST,98800,70000,1.4114,Single Family,Single Family,1
180113,2018,Middletown,58 SONOMA LA,220240,353500,0.623,Condo,Condo,0
180032,2018,Bloomfield,8 LOUIS DR,80430,164000,0.490426829,Single Family,Single Family,0
180002,2018,East Granby,34 SCHOOLHOUSE LANDING,161200,264000,0.6106,Condo,Condo,0
180376,2018,Middletown,101 DOROTHY DR,122810,193000,0.6363,Single Family,Single Family,1
180211,2018,Groton,56 CROSSWINDS DR,457520,677500,0.6753,Single Family,Single Family,1
180839,2018,Milford,32 ELM ST,312840,481000,0.6503,Single Family,Single Family,1
180062,2018,Ellington,85 WAPPING WOOD RD,124470,170000,0.7321,Single Family,Single Family,0
180607,2018,Groton,114 BOARDWALK,639170,1020000,0.6266,Single Family,Single Family,1
18019,2018,Haddam,70 CANDLEWOOD HILL RD,121920,154000,0.7916,Single Family,Single Family,0
180788,2018,New Britain,421-2C ALLEN ST,47390,72000,0.6581,Condo,Condo,1
181554,2018,Milford,208 POINT BEACH DR 3-C,104450,120000,0.8704,Condo,Condo,1
180668,2018,Fairfield,76 RUGBY ROAD,309190,435000,0.7107,Two Family,Two Family,1
180963,2018,Bristol,637 STEVENS ST,127470,210000,0.607,Single Family,Single Family,1
180742,2018,Bridgeport,184-186 PEARL HARBOR,80370,153700,0.5229,Two Family,Two Family,1
180549,2018,Fairfield,132 BRENTWOOD AVENUE,3974606,340000,11.69,Condo,Condo,1
18243,2018,Hartford,111 GRANT ST,50050,170000,0.2944,Single Family,Single Family,0
180616,2018,Glastonbury,176 LINCOLN DR,263500,415000,0.6349,Single Family,Single Family,1
18264,2018,Hartford,11 KELSEY ST,63420,225000,0.2818,Two Family,Two Family,0
18000132,2018,Granby,114 OLD STAGECOACH RD,154910,245000,0.6322,Single Family,Single Family,1
180236,2018,Bristol,48 MAHEU ST,130270,207000,0.6293,Single Family,Single Family,0
180086,2018,Bristol,152 SKYRIDGE RD,66430,72450,0.9169,Condo,Condo,0
180013,2018,Brooklyn,359 ALLEN HILL RD,101100,180000,0.5616,Single Family,Single Family,0
18000203,2018,Brookfield,9 COMSTOCK TRAIL,169620,230000,0.7374,Condo,Condo,1
180323,2018,Meriden,87 WILCOX AVE,136640,245000,0.5577,Single Family,Single Family,1
180180,2018,Berlin,242 MIDDLETOWN ROAD,142900,194000,0.7365,Single Family,Single Family,1
180484,2018,Newington,124 CARRIAGE HILL DR,167790,255000,0.658,Single Family,Single Family,1
180477,2018,Bridgeport,45-51 COWLES ST,219460,369900,0.5932,Four Family,Four Family,0
180239,2018,Glastonbury,29 BUTTERNUT DR,90100,132000,0.6825,Condo,Condo,1
180140,2018,Berlin,95 ROBBINS ROAD,158200,210000,0.7533,Single Family,Single Family,1
180083,2018,Fairfield,145 BROOKSIDE DRIVE,791910,930000,0.8515,Single Family,Single Family,0
180667,2018,Hamden,77 BEACON ST,148540,149107,0.9961,Three Family,Three Family,1
1800674,2018,East Haven,55 THOMPSON ST #7D,76960,72500,1.061517241,Condo,Condo,1
180040,2018,Beacon Falls,29 FAIRFIELD PLACE,137500,175000,0.7857,Single Family,Single Family,0
18019,2018,Hartford,45 HAMILTON ST,49840,220000,0.2265,Two Family,Two Family,0
180021,2018,New Britain,402 ALLEN ST,96250,120000,0.802,Three Family,Three Family,0
18672,2018,East Hartford,1944 MAIN ST,110050,157000,0.7009,Single Family,Single Family,1
180240,2018,Branford,15 MONTOYA,121800,102000,1.1941,Condo,Condo,1
180424,2018,New Britain,70 NELSON ST,78400,179900,0.435797665,Single Family,Single Family,1
18125,2018,Hartford,65 CHARLOTTE ST,49210,25000,1.9684,Nan,Nan,0
180082,2018,Bethel,17 TWIN MAPLES DRIVE,171290,72500,2.3626,Single Family,Single Family,0
180338,2018,Groton,14 BROOKSIDE LN,107520,185550,0.5794,Single Family,Single Family,1
180307,2018,Bridgeport,2600 PARK AVE UNIT 3V,34010,63000,0.5398,Condo,Condo,0
180620,2018,Danbury,247A STADLEY ROUGH RD,431800,505000,0.855,Single Family,Single Family,1
180181,2018,Middlebury,408 THREE MILE HILL ROAD,261100,410000,0.6368,Single Family,Single Family,1
180122,2018,Bloomfield,5 JUNIPER RD,391160,550000,0.7112,Single Family,Single Family,1
180286,2018,Bethel,3 SUMMIT LANE,203630,340000,0.5989,Single Family,Single Family,1
181329,2018,Bridgeport,101 OXFORD ST,144750,189000,0.7658,Single Family,Single Family,1
181992,2018,Bridgeport,715 FRENCHTOWN RD UNIT 21,60420,177000,0.341355932,Condo,Condo,1
180041,2018,Bloomfield,177 OLIVER WAY,176260,270000,0.6528,Condo,Condo,0
180037,2018,Ansonia,4 FITZPATRICK RD,127700,255000,0.5007,Single Family,Single Family,0
18168,2018,Derby,7 EC BROOKSIDE COMMONS,109830,145000,0.7574,Condo,Condo,1
180143,2018,Coventry,133 PINE LAKE DR,64200,58000,1.1068,Single Family,Single Family,1
180382,2018,Berlin,320 ROBBINS ROAD,220000,279000,0.7885,Single Family,Single Family,1
18320,2018,Newtown,62 WATKINS DRIVE,244460,441000,0.5543,Condo,Condo,1
181672,2018,Bridgeport,62 GOLDENROD AVE,127070,200000,0.6353,Single Family,Single Family,1
180394,2018,Bristol,38 TOPSFIELD RD,35630,78000,0.4567,Single Family,Single Family,1
180112,2018,Killingworth,15 OLD BEDFORD FARMS ROAD,186170,300000,0.6205,Single Family,Single Family,1
180176,2018,Bridgeport,115 CLIFFORD AVE,11610,12000,0.9675,Nan,Nan,0
180126,2018,Middlebury,88 SKYLINE DR,178300,393000,0.453689567,Single Family,Single Family,1
180719,2018,Danbury,28 FAITHS LA,252200,400000,0.6305,Condo,Condo,1
180081,2018,Ellington,31 HOFFMAN RD,176600,215000,0.8213,Two Family,Two Family,1
180422,2018,East Lyme,27 DAMON HEGHTS RD,164850,290000,0.5684,Single Family,Single Family,1
180276,2018,Bristol,11 STEARNS ST,117320,160500,0.7309,Single Family,Single Family,0
18264,2018,Newtown,54 ELIZABETH CIRCLE,162690,290000,0.561,Condo,Condo,1
180360,2018,East Lyme,27 N MAIN ST,112350,50000,2.247,Single Family,Single Family,1
18004,2018,Hartland,64 CENTER ST,245270,262500,0.9343,Single Family,Single Family,0
18012,2018,Deep River,28 STANWOLL HILL RD,142450,200000,0.7122,Single Family,Single Family,0
18000177,2018,Granby,27 ELIZABETH ST,145740,230000,0.6336,Single Family,Single Family,1
180157,2018,New Fairfield,7 MEETING HOUSE HILL,243900,250000,0.9756,Single Family,Single Family,1
180410,2018,Greenwich,"135, 137, 139 VALLEY DR",2466240,4600000,0.5361,Single Family,Single Family,1
180790,2018,Hamden,900 MIX AVE U123,136010,128000,1.0625,Condo,Condo,1
180482,2018,New Britain,69 BLACK ROCK AVE,106050,247000,0.4293,Two Family,Two Family,1
181203,2018,Bridgeport,2649 MAIN ST,609190,1000000,0.6091,Nan,Nan,1
18179,2018,Newtown,22 HYVUE DRIVE,291680,210000,1.388952381,Single Family,Single Family,1
180030,2018,New Britain,364 COMMONWEALTH AVE,101220,100000,1.0122,Single Family,Single Family,0
180433,2018,Berlin,833 DEMING ROAD,177400,260000,0.6823,Single Family,Single Family,1
180299,2018,Fairfield,396 MIDLOCK ROAD,1187200,1340000,0.8859,Single Family,Single Family,1
180136,2018,Berlin,100 WORTHINGTON POINT ROAD,125800,54000,2.3296,Single Family,Single Family,1
180262,2018,Cromwell,2 LOWER HEATHERWOOD,413420,670000,0.617044776,Condo,Condo,1
180606,2018,Manchester,170 RALPH ROAD,136600,234500,0.5825,Single Family,Single Family,1
180695,2018,Greenwich,2 SPRUCE ST,1193920,1625000,0.7347,Single Family,Single Family,1
180390,2018,Griswold,41 SOUTH MAIN STREET UNIT 39,33670,52000,0.6475,Condo,Condo,0
180092,2018,Bristol,16 CARDINAL DR,0,180000,0,Condo,Condo,0
180025,2018,Berlin,629 HIGH ROAD,85300,245000,0.3481,Nan,Nan,0
180118,2018,Beacon Falls,2 HALEY RIDGE ROAD,237430,410206,0.5788,Single Family,Single Family,1
180638,2018,Bridgeport,347 ALBA AVENUE,99360,130000,0.764307692,Two Family,Two Family,1
180153,2018,Ansonia,26 FAIRVIEW ST,115200,197500,0.5832,Single Family,Single Family,1
180163,2018,Bristol,78 LUFKIN LN,207970,290000,0.7171,Single Family,Single Family,0
180402,2018,Middletown,154 EAST RIDGE RD,143150,180000,0.7952,Single Family,Single Family,1
180002,2018,Coventry,77 LESLIE LN,169900,287000,0.5919,Single Family,Single Family,0
180196,2018,Newington,207 AUDUBON AVE,107310,150000,0.7154,Single Family,Single Family,1
180038,2018,New Britain,163 QUEEN ST,103530,172500,0.6001,Single Family,Single Family,0
