Serial_Number,List_Year,Town,Address,Assessed_Value,Sale_Amount,Sales_Ratio,Property_Type,Residential_Type,Years_until_sold
150030,2015,Coventry,34 APPIAN WAY,68900,100000,0.689,Nan,Nan,0
150010,2015,Hebron,66 WEST ST,84910,83500,1.016886228,Nan,Nan,0
150036,2015,Meriden,841 WEST MAIN ST,164920,260000,0.634307692,Nan,Nan,0
150587,2015,Groton,59 LEAFWOOD LN S269,92400,110000,0.84,Condo,Condo,1
150949,2015,New Haven,200 ORCHARD ST #309,50680,140000,0.362,Nan,Nan,1
150093,2015,Canton,106 TIMBER LANE,110950,158500,0.7,Condo,Condo,1
150012,2015,Canton,10 CAMILLE LANE,143750,229900,0.625271857,Condo,Condo,0
150208,2015,Bethel,16 SYCAMORE COURT,68440,72500,0.944,Nan,Nan,1
150223,2015,Madison,7A YANKEE GLEN ROAD,180000,207000,0.869565217,Condo,Condo,1
15108,2015,Burlington,STONE HOUSE LANE MBL 5/03/32/1,78120,125000,0.62496,Nan,Nan,1
150138,2015,Brookfield,4 SAND CUT RD #5,145990,179000,0.815586592,Nan,Nan,1
150845,2015,Bristol,550 KING ST,158200,210000,0.753333333,Nan,Nan,1
15631,2015,Hartford,1004-1012 BROAD ST,166110,389000,0.427017995,Nan,Nan,1
150581,2015,Meriden,6504 VICTORIAN PARK,28700,50000,0.574,Condo,Condo,1
150790,2015,New Haven,58 FOUNTAIN ST,1055110,1800000,0.586172222,Nan,Nan,1
150813,2015,Bristol,481 MIX ST UN3,161910,210000,0.771,Condo,Condo,1
15011,2015,Colchester,14 NORTH CT,213400,395605,0.539426954,Condo,Condo,0
15215,2015,Hartford,110 EDWARDS ST,112840,177293,0.636460548,Nan,Nan,0
150034,2015,Canton,55 WICKHAMS FANCY,146200,170000,0.86,Condo,Condo,0
15047,2015,Colchester,LEBANON AVE,51400,80000,0.6425,Nan,Nan,0
150030,2015,Cromwell,7 SHADY LANE,93920,160000,0.587,Nan,Nan,0
15568,2015,Hartford,273-281 ASYLUM ST,825580,3025000,0.272919008,Nan,Nan,1
150178,2015,Windsor,835 BLOOMFIELD AVE,511910,512500,0.99884878,Nan,Nan,1
150276,2015,Southbury,17 FARVIEW COMMONS,147600,187500,0.7872,Condo,Condo,1
150257,2015,Waterbury,142 HILL ST,31480,6108,5.153896529,Nan,Nan,0
150468,2015,Vernon,504 TALCOTTVILLE RD,427130,650000,0.657123077,Nan,Nan,1
150685,2015,Waterbury,128 CEDAR AVE,4272620,4840000,0.882772727,Nan,Nan,1
150137,2015,Somers,5 BILTON RD,59900,60000,0.998333333,Nan,Nan,1
151412,2015,Waterbury,823 BALDWIN ST,67830,105000,0.646,Nan,Nan,1
150047,2015,Windsor,400 CANDLEMAKER,129220,173000,0.746936416,Condo,Condo,0
150040,2015,Stratford,5 HAWLEY GLEN,109830,140000,0.7845,Condo,Condo,0
150141,2015,Norwich,150 YANTIC ST #112,36500,41200,0.88592233,Condo,Condo,0
150689,2015,Wallingford,81 DANNYS WAY,173600,241000,0.72033195,Condo,Condo,1
150164,2015,Waterford,9 COTTAGE LN,40660,90000,0.451777778,Nan,Nan,1
150825,2015,Waterbury,45 WILLIAM ST,11160,5000,2.232,Nan,Nan,1
150607,2015,Stratford,315 NUTMEG LN,313180,451860,0.69309078,Condo,Condo,1
15063,2015,Woodstock,SENEXET RD,63400,162000,0.391358025,Nan,Nan,1
150021,2015,Stratford,62 HARBOR VIEW PL,206360,310000,0.665677419,Condo,Condo,0
150780,2015,Norwalk,162 BOUTON ST,305300,300000,1.017666667,Nan,Nan,1
150039,2015,Waterbury,6 SOUTH LEONARD ST,22170,30000,0.739,Nan,Nan,0
150506,2015,Wallingford,1157 SOUTH BROAD ST,131700,215000,0.61255814,Nan,Nan,1
15150,2015,Orange,260 BULL HILL LA,3360000,1200000,2.8,Nan,Nan,1
1501211,2015,Stamford,110 VIADUCT ROAD,2533550,4500000,0.563011111,Nan,Nan,1
150168,2015,Windsor,1922 LOGANS WAY,101850,150000,0.679,Condo,Condo,1
150003,2015,Washington,89 LOWER CHURCH HILL RD,641340,1500000,0.42756,Nan,Nan,0
150062,2015,Thomaston,203 BRANCH RD 6B,110670,130000,0.851307692,Condo,Condo,1
15274,2015,North Haven,173 MILL RD,88550,105000,0.843333333,Nan,Nan,1
150094,2015,Putnam,36 TOURTELLOTTE RD,5100,30000,0.17,Nan,Nan,1
150918,2015,Stratford,25 FOUNDERS WAY,87360,175000,0.4992,Nan,Nan,1
150413,2015,Torrington,401 ESSEX CT,63750,105000,0.607142857,Condo,Condo,1
150379,2015,Norwich,216 LAURA BLVD,64400,116000,0.555172414,Condo,Condo,1
150170,2015,Windham,104 MAIN ST,357420,560000,0.63825,Nan,Nan,1
1500864,2015,Stamford,35 WARSHAW PLACE,557180,1500000,0.371453333,Nan,Nan,1
150073,2015,Woodstock,CORBIN RD,1600,6000,0.266666667,Nan,Nan,1
150277,2015,Torrington,427 GOSHEN RD,681020,875000,0.778308571,Nan,Nan,1
1500874,2015,Stamford,188 DOGWOOD LANE,199430,200000,0.99715,Nan,Nan,1
1500693,2015,Suffield,2 SECOND ST,51940,59000,0.880338983,Nan,Nan,1
150377,2015,Wallingford,2 RIVER RD,337600,600000,0.562666667,Nan,Nan,1
150568,2015,Waterbury,648 WATERTOWN AVE,120900,145000,0.833793103,Nan,Nan,1
150223,2015,Stonington,23 OLIVIA LA,82800,150000,0.552,Nan,Nan,1
150010,2015,Plainville,18 CROWN ST,169610,245000,0.692285714,Condo,Condo,0
150084,2015,Old Saybrook,18 KING ST,235300,270000,0.871481481,Nan,Nan,1
1500727,2015,Suffield,450 COPPERHILL RD,64820,82500,0.78569697,Nan,Nan,1
150112,2015,Thomaston,730 NORTH MAIN ST,49070,70000,0.701,Nan,Nan,1
150057,2015,East Lyme,15 FREEDOM WAY #90,109550,168000,0.652083333,Condo,Condo,0
150138,2015,New Haven,95 LENOX ST UNIT L,48300,40500,1.192592593,Condo,Condo,0
150199,2015,New Fairfield,13 SWEETCAKE MOUNTAIN RD,211800,257000,0.824124514,Single Family,Single Family,1
150689,2015,Bristol,84 FALL BROOK RD,118090,154500,0.76433657,Single Family,Single Family,1
15010,2015,Farmington,857 NEW BRITAIN AV,175930,211200,0.833001894,Single Family,Single Family,0
150629,2015,Manchester,130C HIGHLAND STREET,87600,118900,0.736753574,Condo,Condo,1
150383,2015,Bristol,60 DORSET HORN LANE,251090,325000,0.772584615,Single Family,Single Family,1
15004,2015,Farmington,11 TOWNSEND RD,575560,1043000,0.551831256,Single Family,Single Family,0
1500386,2015,Guilford,315 PEDDLERS RD,284270,418000,0.68007177,Single Family,Single Family,1
150133,2015,Branford,103 WATCH HILL RD,115400,145000,0.795862069,Condo,Condo,0
150127,2015,Bloomfield,103 ELLSWORTH DR,121380,150500,0.806511628,Single Family,Single Family,1
15134,2015,Montville,239 RIDGE HILL RD,188510,125299,1.504481281,Single Family,Single Family,1
15010,2015,Hartford,249-251 BLUE HILLS AV,154280,185000,0.833945946,Four Family,Four Family,0
15042,2015,Bethlehem,264 MAIN ST N,183400,250000,0.7336,Single Family,Single Family,1
150082,2015,Naugatuck,11 FULLER ST,90400,48000,1.883333333,Single Family,Single Family,0
15617,2015,East Hartford,11 AVON DR.,95950,120000,0.799583333,Single Family,Single Family,1
150424,2015,New Haven,399 ORANGE STREET,531180,800000,0.663975,Nan,Nan,1
150118,2015,Cromwell,5 HEMLOCK COURT,82180,112000,0.73375,Condo,Condo,1
151108,2015,Killingly,445 COOK HILL RD,190330,224900,0.846287239,Single Family,Single Family,0
150008,2015,South Windsor,2061 ELLINGTON RD,168800,200000,0.844,Single Family,Single Family,0
151188,2015,Danbury,7 KENDALL TERR W,188200,400000,0.4705,Single Family,Single Family,1
15999,2015,Milford,218 THIRD AVE,307730,495000,0.621676768,Single Family,Single Family,1
150563,2015,Middletown,238 CARRIAGE CROSSING,73700,58800,1.253401361,Condo,Condo,1
1500022,2015,Bolton,108 SOUTH RD,154100,219000,0.703652968,Single Family,Single Family,1
150275,2015,Avon,114 WOODFORD HILLS DR,635080,730000,0.869972603,Single Family,Single Family,1
150089,2015,Easton,559 MOREHOUSE ROAD,228700,198500,1.152141058,Nan,Nan,1
150831,2015,Danbury,56 FOREST AVE,167600,256000,0.6546875,Single Family,Single Family,1
150325,2015,Bethel,107 CHESTNUT RIDGE ROAD,244320,515000,0.474407767,Single Family,Single Family,1
150598,2015,Enfield,4 MASSASOIT AVE,86175,126000,0.683928571,Single Family,Single Family,1
150828,2015,West Hartford,133 ELMFIELD STREET,154770,237500,0.651663158,Single Family,Single Family,1
15626,2015,Milford,37 VINE ST,177710,236000,0.753008475,Single Family,Single Family,1
15374,2015,Montville,25 CHESTNUT HILL RD,144780,170000,0.851647059,Single Family,Single Family,1
150054,2015,Enfield,9 TERRACE CIR,163880,228000,0.71877193,Single Family,Single Family,0
150782,2015,Bristol,725 REDSTONE HILL RD,136500,185000,0.737837838,Single Family,Single Family,1
150685,2015,Middletown,COOLEY AVE,60190,27001,2.229176697,Nan,Nan,1
150177,2015,Groton,178 VIRGO DR,135800,234000,0.58034188,Single Family,Single Family,1
150021,2015,Harwinton,123 WOODLAND DR,130000,170000,0.764705882,Single Family,Single Family,0
150173,2015,Coventry,166 CEDAR SWAMP RD,118000,75000,1.573333333,Single Family,Single Family,1
150097,2015,Brookfield,45 ARROWHEAD RD,149080,139900,1.065618299,Nan,Nan,1
150464,2015,Meriden,203 OVERLOOK POINT,81410,95000,0.856947368,Condo,Condo,1
150247,2015,Berlin,129 WORTHINGTON RIDGE,4822700,7875000,0.612406349,Nan,Nan,1
15005,2015,Chaplin,179 PALMER RD,247700,348000,0.711781609,Single Family,Single Family,0
150555,2015,Meriden,33 COLONY BROOK PARK,37590,36000,1.044166667,Single Family,Single Family,1
150638,2015,Ansonia,3 FRENCH STREET,97300,167500,0.580895522,Two Family,Two Family,1
15141,2015,Burlington,130 JOHNNYCAKE MOUNTAIN ROAD,53530,1200000,0.044608333,Nan,Nan,1
15000063,2015,Ashford,4 ASHFORD DR,84200,84900,0.991755006,Single Family,Single Family,1
150741,2015,Meriden,79 HICKS ST,104440,150000,0.696266667,Two Family,Two Family,1
151097,2015,Danbury,27 COUNTRY VIEW RD,400000,620000,0.64516129,Condo,Condo,1
150420,2015,Groton,91 BUDDINGTON RD LOT 3,38500,47500,0.810526316,Single Family,Single Family,1
150061,2015,Manchester,54 EDWARD STREET,105200,122000,0.862295082,Single Family,Single Family,0
150059,2015,Avon,39 OLD WOOD ROAD,314940,430000,0.732418605,Single Family,Single Family,0
150475,2015,Glastonbury,7 SUMMERSWEET DR,102900,140000,0.735,Condo,Condo,1
150552,2015,New Britain,268 RESERVOIR RD,29750,21389,1.390901865,Nan,Nan,1
150093,2015,New Haven,25 VALLEY PLACE SOUTH,72240,188000,0.384255319,Two Family,Two Family,0
150126,2015,Stonington,138 S BROAD ST,168300,200000,0.8415,Single Family,Single Family,1
15190,2015,Montville,32 RENE DR,122400,176000,0.695454545,Single Family,Single Family,1
150058,2015,Meriden,58 JEROME AVE,101500,140000,0.725,Single Family,Single Family,0
1501,2015,Chester,101 OAKWOOD TRAIL,223460,325000,0.687569231,Condo,Condo,0
15175,2015,Hartford,330 LAUREL ST UNIT 407,6603,15573,0.424003082,Condo,Condo,0
150258,2015,Enfield,19 ELM MEADOWS,128320,165000,0.77769697,Condo,Condo,1
150022,2015,Groton,41 COBBLESTONE DR,116900,126000,0.927777778,Condo,Condo,0
150319,2015,Bristol,120 FIFTH ST,114590,174500,0.656676218,Single Family,Single Family,1
150799,2015,Danbury,9 MYRTLE AVE,176900,100000,1.769,Two Family,Two Family,1
15194,2015,Mansfield,29 CHAFFEEVILE RD,154500,235500,0.656050955,Single Family,Single Family,1
150290,2015,Bethel,41 COPPER SQUARE DRIVE,95550,356654,0.267906711,Condo,Condo,1
15000101,2015,Granby,163 LOOMIS ST,224910,357000,0.63,Single Family,Single Family,1
15259,2015,Hartford,112 WESTMINSTER ST,40262,51450,0.782546161,Single Family,Single Family,1
15746,2015,East Hartford,43 CHAPMAN ST.,139380,145000,0.961241379,Single Family,Single Family,1
150452,2015,Naugatuck,18 FERN ST,97350,100000,0.9735,Single Family,Single Family,1
15000194,2015,Granby,7 ACORN DR,201390,319500,0.630328638,Single Family,Single Family,1
150379,2015,Cheshire,434 WEXFORD PLACE,279430,374000,0.747139037,Single Family,Single Family,1
150198,2015,Cheshire,71 LYNWOOD DRIVE,167130,317500,0.526393701,Single Family,Single Family,1
150178,2015,Norwalk,115 FILLOW ST,149430,225000,0.664133333,Condo,Condo,0
150039,2015,Bridgewater,19 CANFIELD DRIVE,227500,310000,0.733870968,Single Family,Single Family,1
15754,2015,Milford,159 WILCOX RD,173670,272000,0.638492647,Single Family,Single Family,1
15878,2015,Milford,46 NORWOOD AVE,257290,366500,0.7020191,Single Family,Single Family,1
150555,2015,New Haven,68 ROAD TO DAM AND CREEK,37940,17500,2.168,Nan,Nan,1
150721,2015,Ansonia,14 WINTER STREET,89200,119900,0.743953294,Single Family,Single Family,1
15399,2015,Farmington,36 WOODS RUN,146830,225500,0.65113082,Condo,Condo,1
15054,2015,Hartford,18-20 JAMES ST,23642,177000,0.133570621,Two Family,Two Family,0
150229,2015,New Canaan,265 JELLIFF MILL ROAD,772450,1200000,0.643708333,Single Family,Single Family,1
150613,2015,Danbury,29 CROSS ST,136000,250000,0.544,Single Family,Single Family,1
150376,2015,New Britain,11 BINGHAM CT,76580,145900,0.524880055,Single Family,Single Family,1
150364,2015,Meriden,509 BLACKSTONE VLG,70770,79900,0.885732165,Condo,Condo,1
150710,2015,New Haven,70 WHITTIER,190960,160000,1.1935,Single Family,Single Family,1
150120,2015,Manchester,138 PARK STREET UNIT A1,35900,29750,1.206722689,Condo,Condo,0
150749,2015,New Haven,296 CLINTON AV,68600,100000,0.686,Two Family,Two Family,1
150604,2015,Killingly,512 VALLEY RD,81130,145000,0.559517241,Single Family,Single Family,1
151030,2015,Killingly,14 CARTER ST,135380,134000,1.010298507,Four Family,Four Family,0
150793,2015,Madison,9 SANDGATE CIRCLE,208200,315000,0.660952381,Condo,Condo,1
150244,2015,New London,453 BAYONET ST 17,49700,44299,1.121921488,Condo,Condo,1
150146,2015,Danbury,27 CROWS NEST LA #8I,113000,168000,0.672619048,Condo,Condo,0
150309,2015,Berlin,51 SPRUCE BROOK ROAD,151400,205000,0.738536585,Single Family,Single Family,1
150404,2015,Killingly,15 MARGARET HENRY RD,157360,291500,0.539828473,Single Family,Single Family,1
150038,2015,Brookfield,1 MUDRY FARM RD,340020,560000,0.607178571,Single Family,Single Family,0
150067,2015,Litchfield,61 HART DR,15730,14700,1.070068027,Single Family,Single Family,1
150155,2015,Westbrook,123 RUNNING PINE RD,184460,280000,0.658785714,Single Family,Single Family,1
150010,2015,Harwinton,21 WINDMILL RD,330470,476000,0.694264706,Single Family,Single Family,0
15237,2015,Colchester,908 CANTERBURY LN,105200,140000,0.751428571,Condo,Condo,1
15000038,2015,Granby,54 NORTH CHURCH RD,195160,310000,0.629548387,Single Family,Single Family,0
150621,2015,Bristol,80 BOY ST,184870,257500,0.717941748,Single Family,Single Family,1
150267,2015,Meriden,379 POMEROY AVE,2170,37000,0.058648649,Nan,Nan,1
150360,2015,Middletown,111 EAST ST,223630,400000,0.559075,Single Family,Single Family,1
150034,2015,Bozrah,104 FITCHVILLE RD,123230,97000,1.270412371,Single Family,Single Family,1
150049,2015,New Haven,535 HOWARD AVENUE,76230,40000,1.90575,Two Family,Two Family,0
150258,2015,Cromwell,9 BUTTERNUT DRIVE,319180,474000,0.673375527,Single Family,Single Family,1
15199,2015,Darien,14 SEAGATE ROAD,846630,1400000,0.604735714,Single Family,Single Family,1
150418,2015,Manchester,599 MAIN ST #4,105100,120000,0.875833333,Nan,Nan,1
150548,2015,New Haven,98 FOSTER STREET #2,211330,330000,0.640393939,Condo,Condo,1
150680,2015,Manchester,34 MARJORIE LANE,113500,145000,0.782758621,Condo,Condo,1
15554,2015,Milford,18 WINDY HILL RD,201710,243500,0.828377823,Single Family,Single Family,1
150276,2015,Madison,54 SCENIC ROAD,205300,349000,0.588252149,Single Family,Single Family,1
150228,2015,New London,119 THAMES ST,95620,112000,0.85375,Single Family,Single Family,1
150006,2015,Hebron,42 CARRIAGE DR,150850,170000,0.887352941,Single Family,Single Family,0
1500014,2015,East Haven,17 BARKER ST,147710,195000,0.757487179,Single Family,Single Family,0
150021,2015,East Lyme,15 FREEDOM WAY #32,177310,240000,0.738791667,Condo,Condo,0
150121,2015,New Fairfield,17 OAK STREET,202600,273000,0.742124542,Single Family,Single Family,1
15733,2015,East Hartford,45 JOANNE DR.,119380,130000,0.918307692,Condo,Condo,1
150005,2015,Beacon Falls,35 FIELDSTONE LN,231250,436402,0.52990133,Condo,Condo,0
150315,2015,Killingly,129 ROTH RD,148260,247000,0.600242915,Single Family,Single Family,1
150181,2015,New Fairfield,4 GLEN HOLLY RD,430500,800000,0.538125,Single Family,Single Family,1
150044,2015,Lyme,9 GEER HILL RD,515500,341460,1.509693668,Single Family,Single Family,1
150954,2015,Danbury,18 FAITHS LA,257200,350000,0.734857143,Condo,Condo,1
1500954,2015,Middlebury,SOUTHFORD RD,7200,85000,0.084705882,Nan,Nan,1
15164,2015,Darien,14 PINE BROOK LANE,368480,705000,0.522666667,Condo,Condo,1
150449,2015,Groton,1 PARK PL,358750,665300,0.539230422,Single Family,Single Family,1
150094,2015,Wethersfield,49 LINDEN ST,132200,190000,0.695789474,Single Family,Single Family,0
150148,2015,New Haven,1 FRONT STREET #109,99610,90050,1.106163243,Condo,Condo,0
150184,2015,Hebron,11 LAKE RD,141330,165000,0.856545455,Single Family,Single Family,1
15458,2015,Milford,234 & 254 MELBA ST,1445790,2490000,0.580638554,Nan,Nan,1
150164,2015,Milford,"150 FOREST RD, UNIT #9",123170,172000,0.716104651,Condo,Condo,1
150124,2015,New Canaan,126C HERITAGE HILL RD,263620,475000,0.554989474,Condo,Condo,1
150100,2015,Cromwell,28 CHELSEA DRIVE,196230,275500,0.712268603,Single Family,Single Family,1
150499,2015,Bristol,491 WITCHES ROCK RD,139510,220000,0.634136364,Single Family,Single Family,1
150339,2015,Cheshire,707 CORTLAND CIRCLE,335790,415000,0.80913253,Single Family,Single Family,1
159206,2015,Brookfield,9 RIVERVIEW CT,209640,288000,0.727916667,Condo,Condo,1
150132,2015,Milford,13 SOUTH WIND LN,99520,123500,0.80582996,Condo,Condo,1
151035,2015,Waterbury,184 KAYNOR DR #C,30370,55000,0.552181818,Condo,Condo,1
150609,2015,Killingly,121 REYNOLDS ST,71890,142500,0.504491228,Two Family,Two Family,1
15000204,2015,Granby,8 HIGH RIDGE DR,222600,280000,0.795,Single Family,Single Family,1
1500285,2015,Guilford,37 THREE MILE COURSE,184670,330000,0.559606061,Single Family,Single Family,1
150053,2015,New London,286 LOWER BLVD,164990,290000,0.568931034,Single Family,Single Family,0
150738,2015,Ansonia,18 W BROOKSIDE AVENUE,140800,210000,0.67047619,Single Family,Single Family,1
150365,2015,Naugatuck,132 MAPLE HILL RD,141350,182500,0.774520548,Single Family,Single Family,1
150011,2015,Bridgewater,20 CURTIS ROAD,392200,767500,0.511009772,Single Family,Single Family,0
150289,2015,Meriden,124 CROWN ST EXT,120750,70500,1.712765957,Single Family,Single Family,1
150612,2015,Meriden,26 STERLING VLG,74410,95000,0.783263158,Condo,Condo,1
15057,2015,New Hartford,70 LAIR ROAD,184380,260000,0.709153846,Single Family,Single Family,1
15162,2015,Mansfield,170 ATWOODVILLE RD,149700,71500,2.093706294,Single Family,Single Family,1
150084,2015,Goshen,175 NORTH STREET,172300,320000,0.5384375,Nan,Nan,1
150046,2015,Lebanon,52 RYAN TER,65960,55000,1.199272727,Single Family,Single Family,1
15022,2015,Eastford,122 BOSTON PIKE,108770,105260,1.033346,Single Family,Single Family,1
150902,2015,Danbury,12 CANNONBALL DR,224300,390000,0.575128205,Single Family,Single Family,1
150284,2015,Bethel,1 & 3 KNOLLWOOD DRIVE,182530,230000,0.793608696,Two Family,Two Family,1
150244,2015,Cromwell,17 WOODBRIDGE LANE,121130,176000,0.688238636,Condo,Condo,1
150279,2015,Meriden,56 OAK ST,113820,149000,0.763892617,Single Family,Single Family,1
150131,2015,New Britain,268-7 LAWLOR ST,68320,68100,1.003230543,Condo,Condo,0
150227,2015,Coventry,730 DUNN RD,47700,318909,0.149572449,Nan,Nan,1
150020,2015,Bloomfield,28 BRIGHTON PARK WAY,10500,259900,0.040400154,Single Family,Single Family,0
150577,2015,Middletown,6 YELLOW ORANGE CIR,148030,232000,0.638060345,Single Family,Single Family,1
15534,2015,Newington,65 APPLE HILL,139760,165000,0.847030303,Condo,Condo,1
150469,2015,Branford,20 BALDWIN DR,513200,43000,11.93488372,Nan,Nan,1
15000056,2015,Ashford,63 LAKE VIEW DR,76300,89900,0.848720801,Single Family,Single Family,1
150328,2015,Enfield,29 SO MEADOW LA,179670,274500,0.654535519,Single Family,Single Family,1
150005,2015,Cheshire,37 CRESCENT CIRCLE,139760,219900,0.635561619,Single Family,Single Family,0
150030,2015,Somers,21 LOUBIER DR,276500,350000,0.79,Single Family,Single Family,0
1500399,2015,East Haven,9 BIRCH LN #E,73500,67589,1.087455059,Condo,Condo,1
15055,2015,East Hartford,3 ROXBURY RD.,86660,75000,1.155466667,Single Family,Single Family,0
150921,2015,Danbury,215 DOGWOOD LANE,29800,60000,0.496666667,Single Family,Single Family,1
15024,2015,Bethlehem,193 FLANDERS RD,182200,200000,0.911,Single Family,Single Family,1
150367,2015,Manchester,23 ALEXANDER STREET,124800,84944,1.46920324,Single Family,Single Family,1
150155,2015,Bethel,1 BRIAR RIDGE DRIVE,302610,400000,0.756525,Condo,Condo,1
150508,2015,Bristol,24 CLEARVIEW AVE,113470,140000,0.8105,Single Family,Single Family,1
1500070,2015,Guilford,DURHAM RD,111640,100000,1.1164,Nan,Nan,0
150319,2015,Enfield,9 VAN BUREN RD,134420,192500,0.698285714,Single Family,Single Family,1
1500063,2015,East Haven,314 TYLER ST,120970,170000,0.711588235,Single Family,Single Family,0
150024,2015,Kent,171 SEGAR MOUNTAIN RD,285200,361250,0.789480969,Single Family,Single Family,0
15076,2015,Darien,15 ECHO DRIVE,631050,80000,7.888125,Single Family,Single Family,0
1500082,2015,Guilford,700 DURHAM RD,196060,110000,1.782363636,Single Family,Single Family,0
150467,2015,Middletown,162 OLD MILL RD,179560,230000,0.780695652,Single Family,Single Family,1
150294,2015,Branford,19 SO VILLAGE CT,156700,207000,0.757004831,Condo,Condo,1
150056,2015,Middletown,138 BARBARA RD,100700,116500,0.864377682,Single Family,Single Family,0
150224,2015,New Fairfield,87 WOODCREEK RD,454700,350000,1.299142857,Single Family,Single Family,1
15052,2015,Farmington,4 RUSTIC OAK,248300,484995,0.511964041,Single Family,Single Family,0
150614,2015,Bristol,376 IVY DR,156310,225000,0.694711111,Single Family,Single Family,1
150103,2015,Danbury,15 BENSON DR,190400,335000,0.568358209,Single Family,Single Family,0
15363,2015,Montville,116 SIMPSON LN,134770,200000,0.67385,Single Family,Single Family,1
15059,2015,Milford,880 EAST BROADWAY,150370,190000,0.791421053,Single Family,Single Family,0
15301,2015,Darien,67 MIDDLESEX ROAD,568680,775000,0.733780645,Single Family,Single Family,1
150228,2015,Berlin,95 SOUTH RIDGE LANE C-103,163100,250000,0.6524,Condo,Condo,1
150350,2015,Bristol,36 ARLENE DR,112910,95000,1.188526316,Single Family,Single Family,1
150028,2015,Coventry,755 BABCOCK HILL RD,226800,325000,0.697846154,Single Family,Single Family,0
15131,2015,Farmington,125 BIRDSEYE RD,152430,235000,0.648638298,Single Family,Single Family,1
150551,2015,New Britain,70 FAIRVIEW ST,88620,51000,1.737647059,Two Family,Two Family,1
150137,2015,Waterbury,24 MADISON AVE,59580,72100,0.826352288,Single Family,Single Family,0
150413,2015,Danbury,30 WARD DRIVE SO,207700,220000,0.944090909,Single Family,Single Family,1
150294,2015,New Haven,1330 DEAN STREET,162890,242500,0.67171134,Single Family,Single Family,1
15601,2015,Milford,6 OLD OYSTER DOCK,56000,80000,0.7,Nan,Nan,1
150201,2015,Enfield,132 MOODY RD,185840,255000,0.728784314,Single Family,Single Family,1
15105,2015,Monroe,528 MONROE TPKE,545300,800000,0.681625,Nan,Nan,1
150125,2015,Berlin,310 SAVAGE HILL RD LOT 29B,153000,305000,0.501639344,Nan,Nan,1
150226,2015,Cromwell,13 WOODSBORO CIRCLE,74820,422960,0.17689616,Condo,Condo,1
15284,2015,Darien,12 SEAGATE ROAD,967050,1000000,0.96705,Single Family,Single Family,1
1500204,2015,Guilford,35 VINEYARD AVE,1139420,1450000,0.785806897,Single Family,Single Family,1
150392,2015,Groton,264 GREAT BROOK RD,207200,315000,0.657777778,Single Family,Single Family,1
150157,2015,Meriden,205 WINDING BROOK,108500,125900,0.861795075,Condo,Condo,0
150722,2015,Ansonia,109 JACKSON STREET,98700,88000,1.121590909,Two Family,Two Family,1
15201,2015,Milford,729 WOODRUFF RD,237300,310000,0.765483871,Single Family,Single Family,0
150191,2015,Naugatuck,76 KINGSWOOD DR,186020,253000,0.735256917,Single Family,Single Family,1
150526,2015,Manchester,46 WOODLAND STREET,153000,245000,0.624489796,Two Family,Two Family,1
150089,2015,Goshen,288 WEST HYERDALE DRIVE,876500,910000,0.963186813,Single Family,Single Family,1
150900,2015,Danbury,17 NO NABBY RD,163300,285000,0.572982456,Single Family,Single Family,1
150259,2015,Cheshire,13 FAIRWAY DRIVE,100980,155000,0.651483871,Condo,Condo,1
150017,2015,Coventry,278 WRIGHTS MILL RD,218300,317500,0.687559055,Single Family,Single Family,0
