Serial_Number,List_Year,Town,Address,Assessed_Value,Sale_Amount,Sales_Ratio,Property_Type,Residential_Type,Years_until_sold
171650,2017,Milford,291 SUB WAY,1312100,1800000,0.7289,Nan,Nan,1
170022,2017,Hampton,PROVIDENCE TPKE,28790,57000,0.505,Nan,Nan,1
17000149,2017,Brookfield,2 MONIKA LN,104220,179900,0.5793,Condo,Condo,1
17797,2017,Hartford,196 TRUMBULL ST,1400000,2350000,0.5957,Nan,Nan,1
17056,2017,Darien,214 LONG NECK POINT,3197530,7900000,0.404750633,Nan,Nan,0
170002,2017,Cornwall,TOWN ST,158270,300000,0.527566667,Nan,Nan,0
170717,2017,Hamden,19 BAGLEY AVE,138250,160000,0.864,Nan,Nan,1
170389,2017,Fairfield,9 CARDINAL STREET,152250,190000,0.8013,Nan,Nan,1
170581,2017,Groton,914 EASTERN POINT RD,61320,110000,0.5574,Nan,Nan,1
170453,2017,New Haven,DIXWELL AV,840,235000,0.0035,Nan,Nan,1
170214,2017,Killingly,37 RICHARD ST,84910,163000,0.5209,Nan,Nan,1
170901,2017,Manchester,191B OAKLAND STREET,57900,77500,0.747,Condo,Condo,1
170028,2017,Stafford,37 HANDEL RD,42770,35000,1.222,Nan,Nan,0
171015,2017,Norwalk,7 HIGHWOOD AVE,101750,107500,0.9465,Nan,Nan,1
170296,2017,Vernon,11 LANTERN LN,183370,289000,0.6344,Condo,Condo,1
170049,2017,Thomaston,109 MARTHAS WAY,221200,359900,0.6146,Nan,Nan,1
170164,2017,Windsor,97 PIERSON LN,249760,280000,0.892,Nan,Nan,1
170073,2017,Putnam,185 GROVE ST,176500,247000,0.7145,Nan,Nan,1
170242,2017,Vernon,73 WEST ST,1031500,2500000,0.4126,Nan,Nan,1
170188,2017,Windham,334 JACKSON ST,105840,135000,0.784,Nan,Nan,1
170041,2017,Rocky Hill,2720 MAIN STREET,393470,1600000,0.24591875,Nan,Nan,0
170021,2017,Seymour,16 LANTERN DR,79730,110000,0.724818182,Nan,Nan,0
170156,2017,Plainville,76 NORTHWEST DR,664580,1100000,0.6041,Nan,Nan,1
175892,2017,West Haven,960 FIRST AVE,331240,950000,0.3486,Nan,Nan,1
170598,2017,Windsor,85 PIERSON LN,299740,260000,1.1528,Nan,Nan,1
170690,2017,Stratford,1888 BARNUM AVE,227640,227500,1.0006,Nan,Nan,1
175856,2017,West Haven,259 PLATT AVE,36260,70290,0.5158,Nan,Nan,1
173221,2017,Shelton,HOWE AVE LOT 22A,69938,80000,0.8742,Nan,Nan,1
17231,2017,Wilton,59 WILTON CREST,249200,417000,0.5976,Condo,Condo,1
170564,2017,Wallingford,20 DANNYS WAY,106800,160000,0.6675,Condo,Condo,1
17357,2017,North Haven,249 SACKETT PT RD,921830,1200000,0.7681,Nan,Nan,1
170198,2017,Putnam,93 ALDRICH RD,50400,53000,0.9509,Nan,Nan,1
170668,2017,Southington,125 TIMBER RDG,115650,218000,0.5305,Condo,Condo,1
176036,2017,West Haven,16 20 AND 28 RICHARDS ST,314860,442000,0.7123,Nan,Nan,1
170151,2017,Putnam,97 SCHOOL ST,1031900,2080000,0.4961,Nan,Nan,1
170130,2017,Stafford,72 WESTFORD RD,162820,292000,0.5576,Nan,Nan,1
170233,2017,Rocky Hill,45 MAXWELL DRIVE,199080,335000,0.5942,Condo,Condo,1
170419,2017,Norwich,56 GIBBS XING,134960,228000,0.5919,Condo,Condo,1
170842,2017,Stratford,71 B DAKOTA LN,153440,240000,0.6393,Condo,Condo,1
170092,2017,Oxford,GREAT HILL ROAD,522000,0,0,Nan,Nan,1
170132,2017,Windham,725 WINDHAM RD,341670,425000,0.8039,Nan,Nan,1
17032,2017,North Stonington,560 PROV N L TPKE,419930,950000,0.442,Nan,Nan,1
170079,2017,Vernon,73 MEADOWVIEW LN,165660,271500,0.610165746,Condo,Condo,0
176007,2017,West Haven,17 NORTH FOREST CIR,146020,206000,0.7088,Nan,Nan,1
170307,2017,Norwich,61 HENRY ST,6597000,10750000,0.6136,Nan,Nan,1
170192,2017,Suffield,236 ALEWIFE LN,113890,189000,0.6025,Condo,Condo,1
170452,2017,Wallingford,61 EVERGREEN,42800,60000,0.7133,Condo,Condo,1
170679,2017,Windsor,33 MECHANIC ST (310),130690,190000,0.6878,Condo,Condo,1
170413,2017,Windsor,900 RIVER ST,1253840,3680000,0.3407,Nan,Nan,1
170719,2017,Windsor,430 POND BRIDGE,146160,283500,0.5155,Condo,Condo,1
17182,2017,Wilton,54 WILTON CREST,253890,524500,0.484,Condo,Condo,1
170004,2017,Portland,GLASTONBURY TPKE,6930,18000,0.385,Nan,Nan,0
170634,2017,Windsor,134 ADDISON RD,983010,1445000,0.6802,Nan,Nan,1
170162,2017,Woodstock,RT 198,97100,120000,0.8091,Nan,Nan,1
176044,2017,West Haven,725 ISLAND LA #3,114660,142500,0.8046,Condo,Condo,1
170084,2017,Plainville,1 TOWN LINE RD #7,72800,80000,0.91,Nan,Nan,0
170604,2017,Trumbull,30 LOUIS ST,211190,340000,0.6211,Nan,Nan,1
170378,2017,Windsor,399 BROAD ST,168700,285000,0.5919,Two Family,Two Family,1
170089,2017,Washington,32 FLIRTATION AVE,106540,195000,0.5463,Nan,Nan,1
170903,2017,West Hartford,22 SOUTH STREET,299040,505000,0.5921,Nan,Nan,1
172566,2017,Shelton,410-422 HOWE AVE,663040,910000,0.728615385,Nan,Nan,0
170024,2017,Plymouth,258 LASSY CT,225330,545000,0.4134,Nan,Nan,0
170457,2017,New Haven,72 FREDERICK ST,94990,165000,0.5756,Single Family,Single Family,1
170311,2017,Killingly,120 ROTH RD,183190,325000,0.5636,Single Family,Single Family,1
170289,2017,East Lyme,81 E PATTAGANSETT RD #34,85680,117900,0.7267,Condo,Condo,1
170504,2017,Enfield,C-5 ENFIELD PROFESSIONAL CTR,30790,45000,0.684222222,Nan,Nan,1
170154,2017,Bloomfield,7F WOODLAND AVE,74970,96500,0.7768,Single Family,Single Family,1
17552,2017,East Hartford,"50 HILLSIDE ST., #C-8",41570,41250,1.007757576,Condo,Condo,1
170817,2017,Fairfield,381 HOYDENS HILL ROAD,542780,725000,0.7486,Single Family,Single Family,1
17558,2017,East Hartford,77 WOODMONT DR.,181720,242700,0.7487,Single Family,Single Family,1
170168,2017,Bloomfield,5 RALEIGH,171400,120000,1.4283,Single Family,Single Family,1
170232,2017,New Canaan,47 GERRISH LA,1260070,1750000,0.72,Single Family,Single Family,1
1700324,2017,New Milford,40 MALLETT LN,155820,115000,1.3549,Single Family,Single Family,1
170568,2017,Branford,1 THIMBLE ISLANDS RD,363300,469000,0.7746,Single Family,Single Family,1
170333,2017,New London,41 SUMMIT AVE,96530,199900,0.482891446,Single Family,Single Family,1
170256,2017,Madison,14 CEDAR CROFT DR,202400,317000,0.6384,Single Family,Single Family,1
170277,2017,East Lyme,29R SHORE RD,0,727639,0,Single Family,Single Family,1
170521,2017,Bridgeport,1460 WOOD AVE,93070,88200,1.0552,Single Family,Single Family,1
170032,2017,Canterbury,51 MAPLE LN,137300,180000,0.762777778,Single Family,Single Family,1
17053,2017,Andover,40 TOWNSEND RD,171900,198900,0.8642,Single Family,Single Family,1
17091,2017,Haddam,10 OLSON PL,112800,165000,0.683636364,Single Family,Single Family,1
17227,2017,Montville,136 RIDGE HILL RD,130270,215000,0.6059,Single Family,Single Family,1
170423,2017,Meriden,209 KNOB HILL RD,142310,185000,0.7692,Single Family,Single Family,1
170532,2017,Fairfield,26 SOUTHFIELD ROAD,357070,522500,0.6833,Single Family,Single Family,1
17023,2017,Durham,57 MEADOW LA,312130,440000,0.7093,Single Family,Single Family,0
170107,2017,Ledyard,9 AUGUST MEADOWS,297780,399750,0.7449,Single Family,Single Family,1
1700343,2017,New Milford,2 OLD NORTHVILLE RD,184590,250000,0.7383,Single Family,Single Family,1
170148,2017,New London,32 GRAND ST,76160,39000,1.952820513,Single Family,Single Family,1
17010,2017,Andover,15 PINE RIDGE DRIVE,132300,204000,0.6485,Single Family,Single Family,0
17008,2017,East Hartford,"31 HIGH ST., #11206",78270,115000,0.680608696,Condo,Condo,0
17119,2017,Hartford,67 NEPAUG ST,47775,60000,0.7962,Single Family,Single Family,0
170924,2017,Fairfield,364 KNAPPS HIGHWAY,177800,273600,0.6498,Condo,Condo,1
171199,2017,Milford,1478 NEW HAVEN AVE,201780,200000,1.0089,Single Family,Single Family,1
170043,2017,Avon,493 HUCKLEBERRY HILL ROAD,165130,170000,0.971352941,Single Family,Single Family,0
170259,2017,New Haven,30 FIRST AVENUE,102550,123500,0.830364372,Single Family,Single Family,1
170250,2017,Meriden,41 SO THIRD ST,103390,44000,2.349772727,Three Family,Three Family,0
170079,2017,Meriden,7914 HOLLOW BROOK,91210,119000,0.766470588,Condo,Condo,0
170316,2017,Manchester,34D GARDEN DRIVE,37700,14000,2.692857143,Condo,Condo,1
1700145,2017,East Haven,611 MAIN ST REAR,46970,13333,3.522838071,Nan,Nan,0
171061,2017,Fairfield,1093 PEQUOT AVENUE,4501140,4200000,1.0717,Single Family,Single Family,1
170615,2017,Branford,376 JEFFERSON WOODS,103900,151000,0.688,Condo,Condo,1
170907,2017,Manchester,261 CENTER STREET,25700,20000,1.285,Nan,Nan,1
170394,2017,East Lyme,8 SALTAIRE AVE,220220,255000,0.8636,Single Family,Single Family,1
170454,2017,Greenwich,17 WINDABOUT DR,1218000,2600000,0.4684,Single Family,Single Family,1
170366,2017,Greenwich,27 MIMOSA DR,807660,1400000,0.5769,Single Family,Single Family,1
17010,2017,Ashford,43 HOWARD RD,200300,278000,0.720503597,Single Family,Single Family,0
170617,2017,Milford,345 HOUSATONIC DR,346920,682000,0.5086,Single Family,Single Family,1
170273,2017,Coventry,Q/23/1-7 BEEBE FARMS RD,51800,45000,1.1511,Nan,Nan,1
170866,2017,Fairfield,309 SOUTH STREET,653450,973000,0.6715,Single Family,Single Family,1
170086,2017,Easton,200 MILE COMMON,458010,675000,0.6785,Single Family,Single Family,1
17186,2017,Hartford,470 CORNWALL ST,37555,82000,0.457987805,Single Family,Single Family,0
170883,2017,Hamden,55 EAST GATE LA U55,83510,135500,0.6163,Condo,Condo,1
170108,2017,Ledyard,9 WOODLAND LN,173740,255000,0.6813,Single Family,Single Family,1
170561,2017,Meriden,108 HORTON AVE,88900,169000,0.526,Two Family,Two Family,1
170464,2017,Fairfield,88 ARROWHEAD LANE,453460,685000,0.6619,Single Family,Single Family,1
170338,2017,Avon,65 ANVIL DRIVE,312590,419000,0.746,Single Family,Single Family,1
171105,2017,Naugatuck,5 HILLCREST AVENUE,130300,220000,0.5922,Single Family,Single Family,1
170188,2017,Bloomfield,3 STILLMAN RD,146370,249000,0.5878,Single Family,Single Family,1
170529,2017,Groton,340 GOLD STAR HWY,0,680000,0,Nan,Nan,1
170034,2017,Bethany,58 N HUMISTON RD,279390,445000,0.6278,Single Family,Single Family,1
170139,2017,Bloomfield,438 BLOOMFIELD AVE,122430,215000,0.5694,Single Family,Single Family,1
170155,2017,Derby,9 A SILVER HILL CONDO,53550,60000,0.8925,Condo,Condo,1
170139,2017,Griswold,702 PLAINFIELD ROAD,95340,25000,3.8136,Single Family,Single Family,0
170173,2017,Derby,271 ORANGEWOOD EAST,88970,145000,0.6135,Condo,Condo,1
170134,2017,Ellington,7 WALNUT ST,110440,65700,1.680974125,Single Family,Single Family,1
170164,2017,Wallingford,5 EATON TRL,176000,255000,0.690196078,Single Family,Single Family,0
17084,2017,Mansfield,12 HILLPOND DR,20300,45000,0.4511,Single Family,Single Family,1
170138,2017,East Lyme,31 LINCOLN ST,126350,160000,0.7896,Single Family,Single Family,1
170837,2017,Killingly,111 SHEPARD HILL RD,143080,290000,0.4933,Single Family,Single Family,1
170018,2017,Brooklyn,37 BUNNY LN,176500,240000,0.735416667,Single Family,Single Family,0
17153,2017,Darien,259 HOYT STREET,529200,660000,0.8018,Single Family,Single Family,1
17022,2017,Montville,36 RENE DR,109990,103000,1.067864078,Single Family,Single Family,0
17250,2017,Darien,25 FIVE MILE RIVER ROAD,1722420,1960000,0.8787,Single Family,Single Family,1
170446,2017,New Haven,105 TOWNSEND TERRACE,132280,249000,0.5312,Single Family,Single Family,1
17022,2017,Chaplin,207 ENGLAND RD,102000,143500,0.7108,Single Family,Single Family,1
171267,2017,Milford,"1110 NEW HAVEN AVE, UNIT 115",67040,107000,0.6265,Condo,Condo,1
170044,2017,Enfield,18 PIERCE ST,107840,179900,0.599444136,Single Family,Single Family,0
170182,2017,Greenwich,5 INDIAN HEAD RD,3278030,4650000,0.7049,Single Family,Single Family,0
170639,2017,Greenwich,7 CARRIAGE RD,1560580,2350000,0.664,Single Family,Single Family,1
170660,2017,Manchester,15 LYDALL STREET,141100,112500,1.254222222,Two Family,Two Family,1
170334,2017,Avon,11 FORDHAM WAY,362770,520000,0.6976,Condo,Condo,1
170037,2017,Hamden,150 CALAMUS MEADOW ROAD,132160,208000,0.6353,Single Family,Single Family,0
171026,2017,Greenwich,881 KING ST,301070,500000,0.60214,Single Family,Single Family,1
170118,2017,New London,65 WESTRIDGE RD E6,59640,80000,0.7455,Condo,Condo,1
170060,2017,Canterbury,NO SOCIETY RD,33200,38000,0.8736,Nan,Nan,1
170683,2017,Milford,85 VISCOUNT DR #12B,188430,305000,0.6178,Condo,Condo,1
170275,2017,Greenwich,24 DECATUR ST 2,416150,600000,0.6935,Condo,Condo,1
17025,2017,Lebanon,685 TOBACCO ST,149450,197000,0.758629442,Single Family,Single Family,0
17025,2017,Eastford,95 LAKESIDE DR,232070,326649,0.71045679,Single Family,Single Family,1
17146,2017,Colchester,344 WINDHAM AVE,140100,155200,0.9027,Single Family,Single Family,1
170455,2017,New Haven,35 PARKER PL,140070,223000,0.6281,Nan,Nan,1
1700145,2017,East Hampton,32 HAMPTON COURT,136210,185000,0.7362,Condo,Condo,1
170081,2017,Plainville,50 PIERCE ST A-8,83370,130000,0.6413,Condo,Condo,0
170164,2017,Madison,18 THELBRIDGE ST,191300,282000,0.6783,Condo,Condo,1
170072,2017,Killingworth,63 LAUREL RIDGE TRAIL,295370,435000,0.679011494,Single Family,Single Family,1
17603,2017,Hartford,356 FRANKLIN AV UNITS 3 & 4,19530,5400,3.6166,Condo,Condo,1
170955,2017,Greenwich,194 BEDFORD RD,1017450,1550000,0.656419355,Single Family,Single Family,1
170893,2017,Manchester,157 ST JOHN STREET,116000,209000,0.555,Single Family,Single Family,1
17484,2017,Hartford,25 SALEM ST,46725,170000,0.274852941,Single Family,Single Family,1
17037,2017,Ashford,386 SQUAW HOLLOW RD,131800,170000,0.775294118,Single Family,Single Family,1
170729,2017,Killingly,21 CHERYL AVE,152040,277000,0.5488,Single Family,Single Family,1
170283,2017,New London,83 MANSFIELD RD 206,30800,703500,0.043781095,Condo,Condo,1
17116,2017,Lebanon,71 OLIVER RD,94270,155900,0.6046,Single Family,Single Family,1
170087,2017,Beacon Falls,66 PENT ROAD,128860,192000,0.6711,Single Family,Single Family,1
170121,2017,Groton,368 HIGH ST,192850,335000,0.575671642,Single Family,Single Family,0
17024,2017,Ashford,87 SOUTHWORTH DR,129500,178000,0.72752809,Single Family,Single Family,0
17553,2017,Hartford,615 BROADVIEW TER,50680,164500,0.308,Single Family,Single Family,1
170023,2017,Bridgeport,245 GLENDALE AVE #D3,44640,65000,0.686769231,Condo,Condo,0
170741,2017,New Haven,17 GREEN HILL TER,95130,190000,0.5006,Single Family,Single Family,1
170503,2017,Torrington,187 LOVERS LN UNIT 19,64280,92000,0.6986,Condo,Condo,1
170749,2017,Greenwich,1465 E PUTNAM AVE 100,190610,323189,0.5897,Condo,Condo,1
170018,2017,Easton,18 MAGELLAN LANE,567810,516905,1.098480378,Single Family,Single Family,0
170313,2017,Avon,54 LOFGREN ROAD,457240,600000,0.762,Single Family,Single Family,1
170039,2017,Bolton,OLD COVENTRY RD,220,9500,0.0231,Nan,Nan,1
170687,2017,Manchester,754 CENTER STREET,110400,115000,0.96,Single Family,Single Family,1
170559,2017,Fairfield,380 KNAPPS HIGHWAY,160160,230000,0.6963,Condo,Condo,1
170010,2017,Middlefield,15 INDEPENDENCE WAY,326000,457500,0.712568306,Single Family,Single Family,0
170594,2017,New Haven,124 COURT ST  UNIT 601,64610,130000,0.497,Condo,Condo,1
170767,2017,New Haven,146B EVERIT ST,157570,238500,0.6606,Condo,Condo,1
17061,2017,Ashford,17 OAKVIEW DR,115800,216500,0.5348,Single Family,Single Family,1
17287,2017,Montville,1510 ROUTE 163,30800,267500,0.1151,Nan,Nan,1
17052,2017,Barkhamsted,15 STIRRUP LANE,199920,309000,0.6469,Single Family,Single Family,1
170011,2017,Canton,47 EAST HILL ROAD,160020,304900,0.524827812,Single Family,Single Family,0
17035,2017,New Hartford,404 FARMINGTON RIVER TPKE,171640,135000,1.271407407,Single Family,Single Family,0
170149,2017,Litchfield,31 LOSEE DR,133830,152000,0.8804,Single Family,Single Family,1
170143,2017,East Lyme,NIANTIC DOCKO #3203,20930,21500,0.9734,Condo,Condo,1
170027,2017,Bloomfield,266 CASTLEWOOD DR,119210,165000,0.722484848,Condo,Condo,0
170431,2017,Hamden,839 SHERMAN AVE,434420,360000,1.2067,Nan,Nan,1
170042,2017,Lyme,166 BRUSH HILL RD,169400,250000,0.6776,Single Family,Single Family,1
17031,2017,Chaplin,134 WILLIMANTIC RD,87800,135900,0.646,Single Family,Single Family,1
17201,2017,Hartford,73 HEATH ST,35735,127500,0.2802,Single Family,Single Family,0
170107,2017,Meriden,74 ARLINGTON ST,82250,90000,0.913888889,Single Family,Single Family,0
170357,2017,Groton,28 ACADEMY LN,170310,322500,0.528,Single Family,Single Family,1
170053,2017,Greenwich,2 HUNTING RIDGE RD,1037400,830000,1.249879518,Single Family,Single Family,0
17121,2017,Burlington,19 LARKSPUR LN,265650,417000,0.637,Single Family,Single Family,1
17717,2017,Hartford,58 SHERBROOKE AV,57855,245000,0.2361,Two Family,Two Family,1
170005,2017,Derby,1 WOODLAND WALK,216440,320000,0.676375,Single Family,Single Family,0
171538,2017,Bridgeport,50 GREENHOUSE RD #18A,59750,97350,0.6137,Condo,Condo,1
17000421,2017,Brookfield,11 GUERNSEY RD,248800,425000,0.5854,Single Family,Single Family,1
170247,2017,New London,83 MANSFIELD RD 207,30660,3266250,0.009386912,Condo,Condo,1
170613,2017,Groton,203 BAKER AVE EXT,80220,100000,0.8022,Single Family,Single Family,1
170733,2017,Meriden,467 WEST MAIN ST,370510,550000,0.6736,Nan,Nan,1
17752,2017,East Hartford,18 ROMAR DR.,127680,195000,0.6547,Single Family,Single Family,1
171211,2017,Bridgeport,50 OMAN PLACE,105520,118450,0.8908,Single Family,Single Family,1
170023,2017,Bethany,83 AMITY RD,66830,199550,0.334903533,Nan,Nan,1
170142,2017,New Fairfield,227 BALL POND RD,219400,380000,0.5773,Single Family,Single Family,1
171016,2017,Bridgeport,1738 STRATFORD AVE,137920,89795,1.5359,Nan,Nan,1
170088,2017,Ledyard,20 AUGUST MEADOWS,341180,390000,0.874820513,Single Family,Single Family,1
1700182,2017,East Hampton,LOT 3B SEXTON HILL RD,84900,53000,1.6018,Nan,Nan,1
171283,2017,Bridgeport,368 HAWLEY AVE,158600,326600,0.4856,Two Family,Two Family,1
170230,2017,Branford,5G STONEGATE,108800,82500,1.318787879,Condo,Condo,1
170944,2017,Naugatuck,7 SPRINGDALE AVENUE,89520,139900,0.6398,Single Family,Single Family,1
170160,2017,Litchfield,374 HUNTER DR,13240,356400,0.0371,Condo,Condo,1
170369,2017,Enfield,16 CONNECTICUT AVE,117140,145000,0.8078,Single Family,Single Family,1
170153,2017,Enfield,12 CARNEY RD,112320,186000,0.6038,Single Family,Single Family,0
17009,2017,Bethlehem,105 LAKE DR,214700,240000,0.8945,Single Family,Single Family,0
170247,2017,Avon,191 ARCH ROAD,172990,219900,0.7866,Single Family,Single Family,1
17009,2017,Andover,161 LAKE ED,121500,150000,0.81,Single Family,Single Family,0
170592,2017,Milford,333 WEST AVE #7,66680,105000,0.635,Condo,Condo,0
170354,2017,New Canaan,58 BETSYS LA,914200,1275000,0.717,Single Family,Single Family,1
171004,2017,Greenwich,19 BLIND BROOK LANE,771260,1200000,0.6427,Single Family,Single Family,1
170200,2017,Griswold,634 HOPEVILLE ROAD L 34,10290,6000,1.715,Single Family,Single Family,1
170051,2017,New Fairfield,171 RTE 37,313000,480000,0.652083333,Single Family,Single Family,0
170005,2017,Avon,11 WESTRIDGE DRIVE,228060,353000,0.646062323,Single Family,Single Family,0
170251,2017,Bridgeport,146 GRENELLE ST,147430,275000,0.536109091,Single Family,Single Family,0
170066,2017,Fairfield,165 FAIRVIEW AVENUE,310660,394000,0.788477157,Single Family,Single Family,0
1700179,2017,East Hampton,13 TOWN LINE DR,264680,405000,0.6535,Single Family,Single Family,1
170042,2017,East Lyme,127 BLACK PT RD #23,63140,122900,0.513751017,Condo,Condo,0
17277,2017,Darien,26 PARK LANE,592200,970000,0.6105,Single Family,Single Family,1
17075,2017,Colchester,116 OCONNELL RD,216300,335500,0.6447,Single Family,Single Family,1
170360,2017,Groton,27 KNOLL DR,110460,204000,0.5414,Single Family,Single Family,1
170883,2017,New Haven,313 SAINT RONAN ST #A1,283640,601000,0.4719,Condo,Condo,1
170067,2017,Lyme,26-2 COVE RD,900000,900000,1,Single Family,Single Family,1
170799,2017,Hamden,60 SUNSET RD,102410,110000,0.931,Single Family,Single Family,1
171279,2017,Bridgeport,113 ALEXANDER AVE,97210,255000,0.381215686,Single Family,Single Family,1
170021,2017,Naugatuck,133 WEDGEWOOD DRIVE,136820,215000,0.636372093,Single Family,Single Family,0
170097,2017,Hamden,68 TODD STREET,170660,193000,0.8842,Single Family,Single Family,1
170112,2017,New London,12 AMITY ST,20300,890200,0.022803864,Nan,Nan,1
17056,2017,Lebanon,69 NORMAN RD,93200,145000,0.6427,Single Family,Single Family,1
170805,2017,Fairfield,245 SUNNYRIDGE AVE #29,143220,249900,0.5731,Condo,Condo,1
170394,2017,Southington,2 COLONIAL COM,1680,2936,0.5722,Single Family,Single Family,1
170395,2017,Fairfield,1225 FAIRFIELD WOODS ROAD,575190,570000,1.009105263,Single Family,Single Family,1
170100,2017,Brooklyn,649 HARTFORD RD,129200,280000,0.4614,Single Family,Single Family,1
170933,2017,Fairfield,121 OLD POST ROAD,393120,810000,0.4853,Single Family,Single Family,1
17665,2017,East Hartford,160 SHADYCREST DR.,80590,147000,0.5482,Single Family,Single Family,1
170106,2017,Coventry,563 SOUTH ST,144800,185000,0.7827,Single Family,Single Family,1
170178,2017,Bloomfield,15 WALKER LN,86450,148500,0.5821,Single Family,Single Family,1
17036,2017,Newington,6 LYONDALE ROAD,127450,120000,1.062083333,Single Family,Single Family,0
171057,2017,Fairfield,3931 CONGRESS STREET,848330,1100000,0.7712,Single Family,Single Family,1
170214,2017,Bloomfield,24 HOSKINS RD,153020,199900,0.7654,Single Family,Single Family,1
17288,2017,Monroe,97 OLD TANNERY RD,226800,365000,0.6213,Single Family,Single Family,1
170009,2017,Avon,277 CIDER BROOK ROAD,587710,835000,0.703844311,Single Family,Single Family,0
170268,2017,Cheshire,42 CURRIER PLACE,110110,184500,0.5968,Condo,Condo,1
170060,2017,Brooklyn,14 BAILEY ST,75200,167500,0.4489,Single Family,Single Family,1
170125,2017,Avon,370 LOVELY STREET,229440,325000,0.7059,Single Family,Single Family,1
170379,2017,Hamden,75 WASHINGTON AVENUE #2410,72590,105000,0.6913,Condo,Condo,1
170167,2017,Bloomfield,34 CROYDON DR,164570,248000,0.6635,Single Family,Single Family,1
