Serial_Number,List_Year,Town,Address,Assessed_Value,Sale_Amount,Sales_Ratio,Property_Type,Residential_Type,Years_until_sold
160122,2016,Old Saybrook,899 BOSTON POST RD,584600,760000,0.769210526,Nan,Nan,1
1600093,2016,Suffield,SOUTH ST,110180,85000,1.296235294,Nan,Nan,1
160258,2016,Trumbull,102 IMPERIAL COURT,292810,450000,0.650688889,Condo,Condo,1
160242,2016,Salem,29 EAST HADDAM RD,41900,8000,5.2375,Nan,Nan,1
160398,2016,Torrington,243 N ELM ST,149450,266000,0.561842105,Nan,Nan,1
16026,2016,Wilton,516 DANBURY RD,372540,312500,1.192128,Nan,Nan,0
160035,2016,Lyme,94 BLOOD ST,146300,288000,0.507986111,Single Family,Single Family,1
16091,2016,Plainfield,HIGH ST,21120,60000,0.352,Nan,Nan,1
160709,2016,Killingly,1 ORIOLE DR,143010,256505,0.557532992,Condo,Condo,1
160077,2016,New Canaan,248 PUTNAM RD,1131550,1500000,0.754366667,Single Family,Single Family,1
160106,2016,Ansonia,9 CRESCENT STREET,83600,164000,0.509756098,Two Family,Two Family,1
167796,2016,Bridgeport,86 HOMESTEAD AVE,164000,385000,0.425974026,Single Family,Single Family,1
160076,2016,Cheshire,535 MOUNTAIN RD,117220,172500,0.679536232,Single Family,Single Family,0
16336,2016,Darien,6 EDGERTON STREET,531090,955248,0.555970805,Single Family,Single Family,1
160045,2016,Avon,5 QUINNS COURT,407270,180000,2.262611111,Single Family,Single Family,0
160117,2016,Easton,77 MORNING GLORY DR,596630,675000,0.883896296,Single Family,Single Family,1
160259,2016,Berlin,401 BERLIN ST - 17-2/133/1,600,1000000,0.0006,Nan,Nan,1
160071,2016,New London,248 LOWER BLVD,151130,320000,0.47228125,Single Family,Single Family,0
160173,2016,Bethel,64 BENEDICT ROAD,199070,205000,0.971073171,Single Family,Single Family,1
160592,2016,Danbury,18 TRIANGLE ST #G-5,138000,182500,0.756164384,Condo,Condo,1
1600296,2016,New Milford,18 PINE DR,112840,122000,0.924918033,Single Family,Single Family,1
160812,2016,Greenwich,193 HAMILTON AVE 18,509180,650000,0.783353846,Condo,Condo,1
160194,2016,Avon,2 SUNSET TRAIL,145920,250000,0.58368,Single Family,Single Family,1
160842,2016,Middletown,210 EAST ST,146230,185000,0.790432432,Single Family,Single Family,1
160012,2016,Ansonia,3 MARTIN TERRACE,146200,126000,1.16031746,Single Family,Single Family,0
160246,2016,Greenwich,169 VALLEY RD,808080,1300000,0.6216,Single Family,Single Family,1
160730,2016,Bridgeport,785 & 800 UNION AVE,3067140,1510480,2.030573063,Nan,Nan,1
160266,2016,Berlin,169 ELLSWORTH BLVD,122500,210000,0.583333333,Single Family,Single Family,1
16272,2016,Farmington,19 FLORENCE WAY,176190,315500,0.55844691,Condo,Condo,1
160191,2016,Middletown,107 BURGUNDY HILL LA,47640,71650,0.664898814,Condo,Condo,0
160198,2016,Berlin,8 KELLY ANN COURT,189800,274900,0.690432885,Single Family,Single Family,1
160785,2016,Hamden,210 CENTERBROOK RD,1438710,80000,17.983875,Nan,Nan,1
160484,2016,Branford,24 SUNRISE COVE CAMP,198400,320000,0.62,Single Family,Single Family,1
16106,2016,Durham,32R MATTABASSET LA,307160,410000,0.749170732,Single Family,Single Family,1
1600053,2016,East Haven,10 HURLBURT DR,136500,135000,1.011111111,Single Family,Single Family,0
160172,2016,New Britain,242-31 MAIN ST,15820,44068,0.358990651,Condo,Condo,0
160429,2016,Cheshire,114 WOODLAND DR,225740,306000,0.737712418,Single Family,Single Family,1
160059,2016,Berlin,CRYSTALL FALLS WAY UNIT 8,0,150000,0,Condo,Condo,0
160932,2016,Bridgeport,85 BENHAM AVE,128650,225500,0.570509978,Three Family,Three Family,1
160258,2016,Cromwell,1 AYSHIRE,229330,452000,0.507367257,Condo,Condo,1
160241,2016,New Fairfield,21 DEER LN,103300,125000,0.8264,Single Family,Single Family,1
16099,2016,New London,38 MAPLE AVE,106610,201900,0.52803368,Two Family,Two Family,0
160858,2016,New Britain,53 SEXTON ST,104860,119429,0.878011203,Four Family,Four Family,1
160303,2016,New Britain,75 KENSINGTON AVE,77140,124000,0.622096774,Single Family,Single Family,1
160279,2016,Berlin,64 STONY MILL LANE,149400,210000,0.711428571,Condo,Condo,1
16093,2016,Haddam,76 MORGANS WAY,328950,470000,0.699893617,Single Family,Single Family,1
160269,2016,Berlin,112 BURGUNDY DR,233400,369779,0.631187818,Single Family,Single Family,1
160511,2016,Bristol,PINEHURST RD LOT 10-6-2,72660,120000,0.6055,Nan,Nan,1
160890,2016,Danbury,37 FAIRVIEW DR #1,58800,95000,0.618947368,Condo,Condo,1
160339,2016,Meriden,56 FLOWER ST,84490,95000,0.889368421,Single Family,Single Family,1
160086,2016,Ellington,7 ARDSLEY LN,213820,275000,0.777527273,Condo,Condo,1
160906,2016,Killingly,56 NORTH ST,95340,169900,0.56115362,Two Family,Two Family,1
160208,2016,Greenwich,115 RIVER RD  #1,627060,998000,0.628316633,Condo,Condo,0
160941,2016,Danbury,47 BELMONT CI,148900,355000,0.41943662,Two Family,Two Family,1
160085,2016,New Canaan,170 BRUSHY RIDGE RD,1645770,2350000,0.70032766,Single Family,Single Family,1
160281,2016,Ansonia,5 REICHELT TERR,106100,185500,0.571967655,Single Family,Single Family,1
160714,2016,Fairfield,240 WOODROW AVENUE,324310,519000,0.624874759,Single Family,Single Family,1
16006,2016,Bethlehem,323 MAIN ST S,214600,285000,0.752982456,Single Family,Single Family,0
160247,2016,Avon,429 HUCKLEBERRY HILL RD,235750,352000,0.669744318,Single Family,Single Family,1
160011,2016,Middletown,509 MILE LA,233470,331000,0.705347432,Single Family,Single Family,0
160051,2016,Bethel,7 RIDGE ROAD,177330,300000,0.5911,Single Family,Single Family,0
160248,2016,New Britain,368 ALLEN ST,114100,174746,0.652947707,Three Family,Three Family,0
160171,2016,Branford,6-06 PLYMOUTH COLONY,131000,150000,0.873333333,Condo,Condo,1
160215,2016,Fairfield,56 SPINNING WHEEL ROAD,573720,1300000,0.441323077,Single Family,Single Family,1
16590,2016,East Hartford,23 HOLLISTER DR.,69110,25100,2.753386454,Single Family,Single Family,1
16107,2016,Farmington,2 KENSINGTON PL,541500,780000,0.694230769,Single Family,Single Family,0
160103,2016,Meriden,32 WILLIS AVE,86520,110000,0.786545455,Single Family,Single Family,0
160139,2016,Litchfield,140 CIRCLE DR,117430,45000,2.609555556,Two Family,Two Family,1
160091,2016,Ledyard,6 SUNSET RD,99400,142500,0.69754386,Single Family,Single Family,1
160734,2016,Bridgeport,281 DOVER ST,78860,38000,2.075263158,Two Family,Two Family,1
160389,2016,Bristol,46 COLLINS RD,95620,75000,1.274933333,Single Family,Single Family,1
160248,2016,Bridgeport,175 ALEXANDER AVE,131970,42000,3.142142857,Two Family,Two Family,0
160015,2016,Coventry,48 DEER HILL LN,180200,280000,0.643571429,Single Family,Single Family,0
160707,2016,Hamden,142 CARMALT RD,207970,322000,0.645869565,Single Family,Single Family,1
160079,2016,Bloomfield,37 MOUNTAIN AVE,126490,157500,0.803111111,Single Family,Single Family,0
160286,2016,New London,292 PEQUOT AVE M4,130900,180000,0.727222222,Condo,Condo,1
160348,2016,Meriden,205 WALL ST,94710,95000,0.996947368,Single Family,Single Family,1
16019,2016,Newtown,46 TODDY HILL ROAD,147940,310000,0.477225806,Single Family,Single Family,0
160046,2016,Essex,29 GROVE ST,193700,339000,0.571386431,Single Family,Single Family,0
160517,2016,Naugatuck,108-38 CLARK ROAD,32100,41754,0.768788619,Single Family,Single Family,1
160832,2016,Killingly,16 ROCK AVE,119350,180000,0.663055556,Single Family,Single Family,1
16693,2016,East Hartford,35 WIND RD.,104030,110000,0.945727273,Single Family,Single Family,1
160131,2016,Avon,5 SEPTEMBER WAY,115080,133000,0.865263158,Condo,Condo,1
160293,2016,Berlin,21 VINEYARD DRIVE,181300,255900,0.708479875,Single Family,Single Family,1
1600539,2016,New Milford,5 HAVILAND RD,140280,250000,0.56112,Single Family,Single Family,1
16183,2016,Monroe,39 BIRCHWOOD RD,209600,312500,0.67072,Single Family,Single Family,1
160835,2016,Danbury,13 ACRE,157300,225000,0.699111111,Single Family,Single Family,1
160601,2016,New Britain,28 HENRY ST,93520,101664,0.919892981,Three Family,Three Family,1
1600016,2016,East Haven,31 GORDON ST,108720,161500,0.673188854,Single Family,Single Family,0
160085,2016,Bloomfield,126 SUTTON PL,67970,71000,0.957323944,Single Family,Single Family,1
160348,2016,Bethel,35 DEER RUN,124740,145000,0.860275862,Condo,Condo,1
160182,2016,Berlin,2446 CHAMBERLAIN HWY,156200,119260,1.309743418,Single Family,Single Family,1
1600360,2016,New Milford,11 LILLINONAH RIDGE DR,132300,150000,0.882,Nan,Nan,1
160273,2016,Avon,10 STILL BROOK ROAD,185310,225000,0.8236,Single Family,Single Family,1
160882,2016,Bristol,110 SIMS RD,122010,217000,0.562258065,Single Family,Single Family,1
160010,2016,Hampton,273 MAIN ST,202640,165000,1.228121212,Single Family,Single Family,1
160045,2016,New London,48 GUTHRIE PL,1379280,286000,4.822657343,Nan,Nan,0
160253,2016,Berlin,1348 BERLIN TPKE,156200,285000,0.548070175,Nan,Nan,1
160199,2016,New Fairfield,21 HUDSON,261500,415000,0.630120482,Single Family,Single Family,1
161245,2016,Middletown,104 EAGLE HOLLOW DR,167130,264000,0.633068182,Single Family,Single Family,1
164,2016,Morris,196 THOMASTON RD,132060,182000,0.725604396,Single Family,Single Family,0
160130,2016,Bloomfield,14 PASTURE LN,90580,117500,0.770893617,Single Family,Single Family,1
160288,2016,Bethel,15 DEER RUN,107450,158000,0.680063291,Condo,Condo,1
160316,2016,Berlin,0 HIGH ROAD,49200,7225945,0.006808798,Nan,Nan,1
160271,2016,Ansonia,58 FIFTH STREET,128100,220000,0.582272727,Two Family,Two Family,1
160283,2016,Bethel,5 BUDD DRIVE,178790,276000,0.647789855,Single Family,Single Family,1
16368,2016,East Hartford,26 CORNELL CIR.,119840,196500,0.609872774,Single Family,Single Family,1
160967,2016,New Britain,36 HOLMES AVE,68180,43000,1.585581395,Single Family,Single Family,1
1600057,2016,East Haven,402 NORTH HIGH ST,139820,160000,0.873875,Single Family,Single Family,0
160799,2016,Danbury,29 WICKS MANOR DR,310900,380000,0.818157895,Single Family,Single Family,1
167308,2016,Bridgeport,110 GRANDVIEW AVE,112570,179000,0.628882682,Single Family,Single Family,1
160111,2016,Canton,17 SPOONWOOD DRIVE UNIT 33,156600,193000,0.811398964,Condo,Condo,1
160112,2016,Bloomfield,77 WEST DUDLEY TOWN RD,245560,100000,2.4556,Nan,Nan,1
160124,2016,Bloomfield,33 GRANT HILL RD,129990,199000,0.65321608,Single Family,Single Family,1
160822,2016,Bristol,290 MORRIS AVE,128310,203500,0.630515971,Single Family,Single Family,1
16136,2016,Mansfield,61 SEPARATIST RD,159600,163000,0.979141104,Single Family,Single Family,1
160309,2016,Berlin,18 WINDING MEADOW DRIVE,172400,282000,0.611347518,Single Family,Single Family,1
160105,2016,Ansonia,154 PULASKI HIGHWAY,189200,144299,1.311166398,Single Family,Single Family,1
160150,2016,Berlin,365 NEW BRITAIN ROAD,485400,225000,2.157333333,Nan,Nan,1
16019,2016,Barkhamsted,23 MINER LANE,214630,295000,0.727559322,Single Family,Single Family,1
160200,2016,Ansonia,7 BELLEVIEW TERRACE,106200,180000,0.59,Single Family,Single Family,1
160196,2016,Bloomfield,6 WILLOW LN,89810,126000,0.712777778,Single Family,Single Family,1
16163,2016,North Haven,96 SPRING ST,130620,160000,0.816375,Single Family,Single Family,1
160016,2016,Meriden,27 PEARL ST,130900,175000,0.748,Two Family,Two Family,0
160400,2016,Avon,25 EVERGREEN ROAD,143840,289900,0.496171093,Single Family,Single Family,1
16040,2016,Haddam,36 LONE PINE TRL,155690,300000,0.518966667,Single Family,Single Family,0
160013,2016,Easton,29 TRANQUILITY DR,389060,575000,0.676626087,Single Family,Single Family,0
160653,2016,Glastonbury,126 HOLLISTER WAY S,89100,125000,0.7128,Condo,Condo,1
160160,2016,East Windsor,20 DEERFIELD DR,182710,250000,0.73084,Single Family,Single Family,1
160051,2016,Meriden,62 SO THIRD ST,63980,46000,1.390869565,Single Family,Single Family,0
16056,2016,Lebanon,4 GRANDVIEW DR,46310,49900,0.928056112,Nan,Nan,1
160001,2016,Bethel,12 GREAT HILL DRIVE,277690,475000,0.584610526,Condo,Condo,0
160028,2016,Bethany,79 FARM VIEW RD,107170,165000,0.649515152,Nan,Nan,1
160950,2016,Bridgeport,99 PITT ST,103350,151000,0.684437086,Single Family,Single Family,1
160080,2016,Hamden,61 BELDEN RD,101220,120000,0.8435,Single Family,Single Family,0
160236,2016,Berlin,122 HOMECREST DR,153500,280100,0.548018565,Single Family,Single Family,1
160593,2016,Glastonbury,324 CONESTOGA WAY,135300,181500,0.745454545,Condo,Condo,1
160190,2016,Bristol,370 EMMETT ST UN1-2,137410,192500,0.713818182,Condo,Condo,0
160141,2016,Killingly,43 CADY ST,85540,72750,1.17580756,Two Family,Two Family,1
160185,2016,Ansonia,98-100 CLARKSON STREET,92200,231000,0.399134199,Two Family,Two Family,1
160284,2016,Avon,521 WEST AVON ROAD,245300,396000,0.619444444,Single Family,Single Family,1
16000032,2016,Granby,18 SULLIVAN DR,140490,210000,0.669,Single Family,Single Family,0
160035,2016,Canton,79 HIGH VALLEY DRIVE,387490,515000,0.752407767,Single Family,Single Family,0
160282,2016,Naugatuck,156 WISTERIA,88870,269000,0.330371747,Single Family,Single Family,1
160149,2016,Essex,7 MACK LANE,432600,560000,0.7725,Single Family,Single Family,1
160290,2016,Avon,4 CRAIGEMORE CIRCLE,205550,295000,0.696779661,Single Family,Single Family,1
160264,2016,Naugatuck,36 HOADLEY STREET,86730,115000,0.754173913,Single Family,Single Family,1
160798,2016,Hamden,132 WAITE ST,159180,199900,0.796298149,Single Family,Single Family,1
160340,2016,Hamden,160 TWIN BROOK RD,98910,51666,1.914411799,Single Family,Single Family,1
160194,2016,Bloomfield,1323 BLUE HILLS AVE,253820,443650,0.57211766,Single Family,Single Family,1
160729,2016,Bristol,70 MELROSE ST,80850,173000,0.46734104,Single Family,Single Family,1
16191,2016,Darien,6 DARIEN CLOSE,454650,738000,0.616056911,Condo,Condo,1
160803,2016,Greenwich,193 PUTNAM PARK,52903760,443000,119.4215801,Nan,Nan,1
160062,2016,Bethel,46 QUAKER RIDGE ROAD,258080,340000,0.759058824,Single Family,Single Family,0
160115,2016,Brooklyn,89 MASON RD,38100,227000,0.16784141,Single Family,Single Family,1
16067,2016,New Hartford,18 MEADOW STREET,156800,229000,0.684716157,Single Family,Single Family,1
160097,2016,Bloomfield,11 BRIGHTON PARK WAY,72030,225350,0.319636122,Single Family,Single Family,1
160349,2016,Meriden,362 MAIN ST,201110,287000,0.700731707,Single Family,Single Family,1
160677,2016,Bristol,3 LORENZO PL,97440,150000,0.6496,Single Family,Single Family,1
160301,2016,Bethel,28 FLEETWOOD AVENUE,174240,405000,0.430222222,Two Family,Two Family,1
160160,2016,Ansonia,116 PROSPECT STREET,127700,155000,0.823870968,Single Family,Single Family,1
160191,2016,Branford,325 WALDEN GREEN,80500,114900,0.700609225,Condo,Condo,1
160248,2016,New Canaan,114 ELM PL,749350,505000,1.483861386,Single Family,Single Family,1
160013,2016,Berlin,18 GROVE ST,123200,215000,0.573023256,Single Family,Single Family,0
160080,2016,Avon,4 CANDLEWOOD LANE,214850,300000,0.716166667,Single Family,Single Family,0
160297,2016,Avon,3 DAY ROAD,179310,288000,0.622604167,Single Family,Single Family,1
16139,2016,Newtown,26 MARLIN ROAD,380300,555000,0.685225225,Single Family,Single Family,1
16123,2016,East Hartford,74 SANDRA DR.,93680,135900,0.68933039,Single Family,Single Family,0
1600249,2016,Guilford,66-10 HIGH ST,409250,665000,0.615413534,Condo,Condo,1
160288,2016,Naugatuck,303 MILLVILLE AVENUE,87770,66413,1.321578607,Single Family,Single Family,1
160578,2016,Fairfield,138 SOUTHPORT WOODS DRIVE,275800,469000,0.588059701,Condo,Condo,1
161126,2016,Danbury,1 ORWICH CT,288000,443500,0.649379932,Condo,Condo,1
160072,2016,Canton,130 BUNKER HILL ROAD,279950,278500,1.005206463,Single Family,Single Family,1
160190,2016,Branford,26 WEST HAYCOCK PT RD,536800,644000,0.833540373,Single Family,Single Family,1
160201,2016,Bethel,11 WAGON ROAD,124680,125000,0.99744,Nan,Nan,1
160890,2016,Bridgeport,84 MAPLE ST,113050,137500,0.822181818,Single Family,Single Family,1
160854,2016,Hamden,25 GARFIELD ST,114030,175000,0.6516,Single Family,Single Family,1
160023,2016,Danbury,54 JUDITH DR,96600,145000,0.666206897,Nan,Nan,0
1600549,2016,New Milford,130 GROVE ST,1564010,1249150,1.2520594,Nan,Nan,1
160317,2016,Branford,221 BLUEBERRY LA,148800,215000,0.692093023,Condo,Condo,1
160619,2016,Hamden,44 LAKE ST,156730,224335,0.698642655,Single Family,Single Family,1
160317,2016,Avon,44 FOX HOLLOW,228340,380000,0.600894737,Condo,Condo,1
160235,2016,Avon,19 REXINGER LANE,379760,560000,0.678142857,Single Family,Single Family,1
160006,2016,Hampton,96 PARKER RD,124540,245000,0.508326531,Single Family,Single Family,1
160170,2016,Ellington,3 VIEW POINT LN,401650,570000,0.704649123,Single Family,Single Family,1
16071,2016,Burlington,70 NASSAHEGAN,224980,226100,0.99504644,Single Family,Single Family,1
160271,2016,New London,24 GARDNER CIR,153930,233336,0.659692461,Single Family,Single Family,1
160279,2016,Madison,86 OVERBROOK ROAD,281000,440000,0.638636364,Single Family,Single Family,1
160208,2016,Fairfield,200 STURBRIDGE LANE,611730,725000,0.843765517,Single Family,Single Family,1
160849,2016,Greenwich,21 EAST POINT LANE,3073770,5888000,0.522039742,Single Family,Single Family,1
16004,2016,Newington,38 PATRIOT LANE,212790,312000,0.682019231,Single Family,Single Family,0
160804,2016,Greenwich,62 MORNINGSIDE DRIVE,874580,1480000,0.590932432,Single Family,Single Family,1
16106,2016,Marlborough,9 SACHEM DR,149540,215000,0.695534884,Condo,Condo,1
16093,2016,Darien,47 DELAFIELD ISLAND ROAD,1048250,1900000,0.551710526,Single Family,Single Family,1
160125,2016,Fairfield,798 REEF ROAD,295750,410000,0.721341463,Single Family,Single Family,0
160110,2016,New Canaan,82D HERITAGE HILL RD,182000,375000,0.485333333,Condo,Condo,1
160081,2016,Ansonia,14 WEST BROOKSIDE AVENUE,104500,162000,0.645061728,Single Family,Single Family,1
160261,2016,Bridgeport,1045 MAPLEWOOD AVE,100730,225000,0.447688889,Two Family,Two Family,0
160230,2016,Bethel,40 STARR LANE,111990,796440,0.140613229,Single Family,Single Family,1
160032,2016,East Haddam,5 OLDE FIELD DR,171260,228000,0.751140351,Single Family,Single Family,0
160001,2016,Hamden,295 MORSE ST,85610,70000,1.223,Single Family,Single Family,0
160534,2016,Fairfield,445 SPRINGER ROAD,519050,1039000,0.499566891,Single Family,Single Family,1
160586,2016,Branford,2 DOUBLE BEACH RD,67100,65000,1.032307692,Nan,Nan,1
160250,2016,Cromwell,3 FREESTONE AVENUE,145090,196000,0.740255102,Single Family,Single Family,1
160079,2016,Glastonbury,96 LINE ST,107000,212750,0.50293772,Nan,Nan,0
160093,2016,Canterbury,92 COLBURN RD,111300,50000,2.226,Single Family,Single Family,1
160525,2016,New Britain,62 LAWLOR ST,147490,185000,0.797243243,Nan,Nan,1
160160,2016,Clinton,6 LIBERTY VILLAGE,197500,280000,0.705357143,Single Family,Single Family,1
160057,2016,Berlin,119 GRANDVIEW AVE,135400,235000,0.576170213,Single Family,Single Family,0
16005,2016,Deep River,67 HOOPOLE HILL RD,810520,792300,1.02299634,Single Family,Single Family,0
160665,2016,Meriden,477 GRAVEL ST,89460,67000,1.335223881,Single Family,Single Family,1
160037,2016,Canterbury,295 WESTMINSTER RD,210100,260000,0.808076923,Single Family,Single Family,1
160761,2016,Bristol,150 SEMINARY ST,122640,210000,0.584,Single Family,Single Family,1
160572,2016,Bridgeport,BUILDING 47 APT #333,1608810,40000,40.22025,Nan,Nan,1
160217,2016,Berlin,71 MAIN STREET,146800,310000,0.473548387,Single Family,Single Family,1
160033,2016,Avon,40 PRINCETON DRIVE,747850,1215922,0.615047676,Single Family,Single Family,0
161010,2016,Middletown,5 COUNTRYSIDE LA #6,96890,93100,1.040708915,Condo,Condo,1
