Serial_Number,List_Year,Town,Address,Assessed_Value,Sale_Amount,Sales_Ratio,Property_Type,Residential_Type,Years_until_sold
201233,2020,Greenwich,11 BAYBERRY LANE,4259500,4300000,0.9905,Residential,Single Family,1
201437,2020,Greenwich,552 RIVER ROAD,1337630,2300000,0.5815,Residential,Single Family,1
201494,2020,Greenwich,20 EAST LYON FARM DRIVE,632170,1250000,0.5057,Residential,Condo,1
200421,2020,Greenwich,130 NORTH WATER STREET,288190,705000,0.4087,Residential,Single Family,0
201078,2020,Griswold,22 CROSS RD,173040,302000,0.5729,Residential,Single Family,0
200436,2020,Groton,67 LEAFWOOD LN S250,71960,130000,0.5535,Residential,Condo,1
200639,2020,Groton,4 TYLER AVE,259770,650000,0.399646154,Residential,Single Family,1
200020,2020,Groton,98 EAST SHORE AVE,654570,990000,0.661181818,Residential,Single Family,0
200098,2020,Groton,70 ATLANTIC AVE,354550,742500,0.4775,Residential,Single Family,0
200285,2020,Guilford,30 GRANITE RD,77840,150000,0.5189,Residential,Condo,1
200080,2020,Guilford,2 WINTERBERRY RD,239550,480000,0.499,Residential,Single Family,0
20360,2020,Hartford,1301 MAIN ST,173670,439900,0.3947,Commercial,Nan,1
20522,2020,Hartford,26 BRANFORD ST,35875,165000,0.2174,Residential,Single Family,1
20565,2020,Hartford,31 EATON ST,61915,249000,0.2486,Residential,Two Family,1
20614,2020,Hartford,55 STERLING ST,52500,220000,0.2386,Residential,Two Family,1
20750,2020,Hartford,3371 MAIN ST,126560,180000,0.7031,Commercial,Nan,1
20899,2020,Hartford,159 RUSS ST,137270,278500,0.4928,Apartments,Nan,1
201023,2020,Hartford,410 MARKET ST,435610,525000,0.8297,Commercial,Nan,1
201129,2020,Hartford,20 GIDDINGS ST,114954,360000,0.3193,Residential,Two Family,1
200065,2020,Harwinton,WHETSTONE RD,55380,85000,0.6515,Vacant Land,Nan,1
200125,2020,Harwinton,167 BIRGE PARK RD,194790,360000,0.541,Residential,Single Family,1
200230,2020,Killingly,152 NORTH ST,143220,150000,0.9548,Apartments,Nan,1
200043,2020,Killingworth,46 TITUS COAN ROAD,354040,645000,0.5488,Residential,Single Family,0
20059,2020,Lebanon,54 FIRST ST,121510,229900,0.5285,Residential,Single Family,1
20041,2020,Lisbon,17 BARBER FARM RD,76880,90000,0.8542,Vacant Land,Nan,1
200052,2020,Litchfield,68 BEACH ST,149570,200000,0.7478,Residential,Two Family,0
200010,2020,Lyme,0 STERLING HILL RD,101100,250000,0.4044,Vacant Land,Nan,0
200709,2020,Manchester,152 GREEN ROAD,138100,282500,0.488849558,Residential,Single Family,1
200991,2020,Manchester,64 MILFORD ROAD,104300,160000,0.6518,Residential,Single Family,1
201027,2020,Manchester,200 SHELDON ROAD,517700,800000,0.6471,Commercial,Nan,1
200210,2020,Mansfield,156 HILLYNDALE RD,169400,345000,0.491,Residential,Single Family,1
200468,2020,Meriden,28 STANLEY ST,100520,170000,0.5912,Residential,Single Family,1
200821,2020,Meriden,7 CARRIAGE CRSNG,67270,82000,0.8203,Residential,Condo,1
200961,2020,Meriden,52 ROYAL OAK CIR,130340,305000,0.4273,Residential,Single Family,1
201245,2020,Meriden,223 REYNOLDS DR,128170,260000,0.4929,Residential,Single Family,1
200038,2020,Meriden,41 SUNNY LANE,209440,307000,0.6822,Residential,Single Family,0
200175,2020,Milford,16 SEABREEZE AVE,180950,325000,0.5567,Residential,Condo,0
200275,2020,Milford,0 EDGEWATER PL,119000,300000,0.3966,Vacant Land,Nan,0
20014,2020,Monroe,22 MEADOWVIEW TER,189100,305000,0.62,Residential,Single Family,0
2000296,2020,Naugatuck,464 MULBERRY ST,114660,195000,0.588,Residential,Single Family,1
2000327,2020,Naugatuck,31 PILGRIM LN,157810,276500,0.5707,Residential,Single Family,1
2000473,2020,Naugatuck,33 FAIRCHILD ST,98900,184500,0.536,Residential,Single Family,1
2000022,2020,Naugatuck,41 ANDERSON ST,108070,193500,0.5585,Residential,Three Family,0
20513,2020,New Britain,32 HIGHLAND TERR,97580,163300,0.5975,Residential,Single Family,1
20761,2020,New Britain,150 GOLD ST,212310,450000,0.4718,Apartments,Nan,1
201057,2020,New Britain,5 ARCH ST,264390,400000,0.6609,Commercial,Nan,1
201133,2020,New Britain,103 LEWIS RD,123480,235000,0.5254,Residential,Single Family,1
20086,2020,New Britain,23 PARKMORE ST,122220,223000,0.548,Residential,Single Family,0
200338,2020,New Canaan,116 ROCKY BROOK RD,620760,850000,0.7303,Residential,Single Family,1
200661,2020,New Canaan,322 MAIN ST,1279460,2400000,0.5331,Residential,Single Family,1
200155,2020,New Fairfield,6 BARNBROOK RD,126100,199900,0.6308,Vacant Land,Nan,1
200264,2020,New Fairfield,10 BROOK DR,107500,240000,0.4479,Residential,Single Family,1
200145,2020,New Hartford,82 NILES ROAD,238980,460000,0.5195,Residential,Single Family,1
200419,2020,New Haven,769 DIXWELL AV,74200,190000,0.3905,Residential,Two Family,1
200953,2020,New Haven,44 FRONT ST,64470,105000,0.614,Residential,Condo,1
201207,2020,New Haven,40 TEMPLE CT # 40,368130,850000,0.433,Residential,Condo,1
201440,2020,New Haven,889 CONGRESS AV,80150,214000,0.3745,Residential,Two Family,1
200176,2020,New Haven,36 HARDING PL,35840,35000,1.024,Vacant Land,Nan,0
200192,2020,New Haven,459 BLATCHLEY AV,71150,170000,0.4185,Residential,Two Family,0
201176,2020,New London,400 BANK ST UNIT 201,165550,191000,0.8667,Residential,Condo,1
20274,2020,Newtown,16 SILVER BROOK LANE,419590,779000,0.5386,Residential,Single Family,1
20742,2020,Newtown,157 HANOVER ROAD,325640,508000,0.641,Residential,Single Family,1
20771,2020,Newtown,3 SHORT HILL ROAD,451770,910000,0.496450549,Residential,Single Family,1
202281,2020,North Haven,108 MULHOLLAND WAY,276010,443165,0.6228,Residential,Condo,1
201007,2020,Norwalk,29 GREGORY BLVD,261800,450000,0.5817,Residential,Single Family,1
202611,2020,Norwalk,126 WASHINGTON ST UNIT R203,144380,217500,0.6638,Residential,Condo,1
202876,2020,Norwalk,17 HADIK PKWY,256270,355000,0.7218,Residential,Single Family,1
200289,2020,Norwalk,188 FLAX HILL RD UNIT B/6,173040,330000,0.5243,Residential,Condo,0
200364,2020,Norwich,44 NORWICH AVE #22,1100,1983200,0.0005,Vacant Land,Nan,1
200427,2020,Norwich,287-291 MAIN ST,587600,939000,0.6257,Commercial,Nan,1
200522,2020,Norwich,49 WHITE PLAINS RD,174400,335000,0.5205,Residential,Single Family,1
200656,2020,Norwich,112-116 MAIN ST,262300,352000,0.7451,Commercial,Nan,1
20249,2020,Orange,387 TIMBERLANE DR,297700,550000,0.5412,Residential,Single Family,1
20135,2020,Plainfield,30-32 GREENE AVE,98580,200000,0.4929,Residential,Two Family,1
20293,2020,Plainfield,404 PLAINFIELD PIKE RD,193560,360000,0.5376,Residential,Single Family,1
20492,2020,Plainfield,22 FERNWOOD ST,142910,310000,0.461,Residential,Single Family,1
200377,2020,Plainville,492 EAST ST B-36,41090,89900,0.457,Residential,Condo,1
202000106,2020,Plymouth,325 MAIN ST,596470,833111,0.7159,Commercial,Nan,1
202000141,2020,Plymouth,99 EASTVIEW ROAD,34790,10000,3.479,Vacant Land,Nan,1
200179,2020,Portland,724 GLASTONBURY TPKE,134750,220000,0.6125,Residential,Single Family,1
2016743,2020,Redding,241 ETHAN ALLEN HIGHWAY,1769800,1800000,0.9832,Commercial,Nan,1
20273,2020,Ridgefield,12 CARPENTER CLOSE,89810,128300,0.7,Residential,Condo,1
200207,2020,Rocky Hill,402 THE MEWS,120890,234900,0.5146,Residential,Condo,1
200010,2020,Rocky Hill,59 HIGHCREST DRIVE,128870,193000,0.6677,Residential,Condo,0
200002,2020,Roxbury,20 CHURCH ST,439290,575000,0.763982609,Residential,Single Family,0
200568,2020,Salem,81A SKYLINE DR.,46900,75000,0.6253,Vacant Land,Nan,0
20200070,2020,Sharon,101 MILLERTON RD,170200,287000,0.593,Residential,Single Family,1
20200107,2020,Sharon,BARBERRY HILLS RD,106300,100000,1.063,Vacant Land,Nan,1
200759,2020,Shelton,104 MAPLE AVE,144410,185000,0.7805,Residential,Single Family,1
200245,2020,Shelton,172-176 CORAM AVE,310660,375000,0.8284,Commercial,Nan,1
200374,2020,Shelton,1103 RENAISSANCE,227500,525000,0.4333,Residential,Condo,1
20104,2020,Sherman,6 BULLYMUCK RD,23600,41382,0.5702,Vacant Land,Nan,1
200362,2020,Simsbury,75 HILLTOP DRIVE,99660,180000,0.5536,Residential,Condo,1
200377,2020,Simsbury,108 LIBRARY LANE,80010,130000,0.6154,Residential,Condo,1
200002,2020,Simsbury,24 BRETTONWOOD DRIVE,186610,252000,0.7405,Residential,Condo,0
200081,2020,Simsbury,2C MILL PONDO LANE,270440,372000,0.7269,Residential,Condo,0
200120,2020,Simsbury,24 COBTAIL WAY,133940,160000,0.8371,Vacant Land,Nan,0
20486,2020,Southbury,808 A HERITAGE VILLAGE,92080,185000,0.4977,Residential,Condo,1
20588,2020,Southbury,2005 PURCHASE BROOK RD,235950,510000,0.4626,Residential,Single Family,1
20171,2020,Southbury,259 BURR RD,74060,115000,0.644,Vacant Land,Nan,0
200007,2020,South Windsor,23-D AMATO DR,68300,105000,0.6504,Residential,Condo,0
2000720,2020,Stamford,57 HARBOR DRIVE GARAGE G-105B,19110,27500,0.6949,Residential,Condo,1
2000737,2020,Stamford,LOT 2 EDEN ROAD,208560,238000,0.8763,Vacant Land,Nan,1
2000857,2020,Stamford,0 SUMMER STREET #116-2A,109420,195000,0.5611,Residential,Condo,1
2001101,2020,Stamford,385 ERSKINE ROAD,599810,950000,0.6313,Residential,Single Family,1
2001250,2020,Stamford,28 VERNON PLACE,403190,810000,0.4977,Residential,Three Family,1
2001286,2020,Stamford,1156 STILLWATER ROAD,438860,652000,0.673,Residential,Single Family,1
2001493,2020,Stamford,18 BUNGALOW PARK,238890,400000,0.5972,Residential,Single Family,1
2001570,2020,Stamford,52 ORCHARD STREET,486230,930000,0.5228,Commercial,Nan,1
2001590,2020,Stamford,37 CROSS ROAD,423700,533350,0.7944,Residential,Two Family,1
2002526,2020,Stamford,114 POND ROAD,206820,300000,0.6894,Vacant Land,Nan,1
2002537,2020,Stamford,56 ETHAN ALLEN LANE,441560,785000,0.5624,Residential,Single Family,1
2000120,2020,Stamford,61 SEAVIEW AVENUE # 1,497000,755000,0.6582,Residential,Condo,0
2000212,2020,Stamford,197 BRIDGE STREET # 3,199330,342500,0.5819,Residential,Condo,0
2000344,2020,Stamford,11 LYNAM ROAD,539700,850000,0.6349,Residential,Single Family,0
2002453,2020,Stamford,34 FIFTH STREET,596290,800000,0.7453,Commercial,Nan,1
2002299,2020,Stamford,1400 BEDFORD STREET #4,169050,355000,0.4761,Residential,Condo,1
20118,2020,Sterling,174 CHURCH ST,92890,255000,0.3642,Residential,Single Family,1
200522,2020,Stonington,MASONS ISLAND RD,165800,310000,0.5348,Vacant Land,Nan,1
200552,2020,Stonington,12 CUTTER DR,213100,435000,0.4898,Residential,Single Family,1
20200578,2020,Stratford,2318 MAIN STREET,429800,650000,0.6612,Commercial,Nan,1
20200824,2020,Stratford,758A QUINNIPIAC LANE,193340,395000,0.4894,Residential,Condo,1
20200059,2020,Stratford,653B OSAGE LANE,156380,276000,0.5665,Residential,Condo,0
200113,2020,Suffield,4 CHELTENHAM CT,98280,169900,0.5784,Residential,Condo,1
200025,2020,Suffield,930 BRANCH RD,159180,261000,0.6098,Residential,Single Family,0
200149,2020,Thomaston,97 TWIN POND RD,204000,337500,0.6044,Residential,Single Family,1
200046,2020,Thomaston,3 BRADLEY WAY,133210,289900,0.4595,Residential,Condo,0
20031,2020,Thompson,0 THOMPSON RD,12930,175000,0.0738,Vacant Land,Nan,0
2020256,2020,Tolland,D3 TOLLAND MEADOWS,55200,89900,0.614015573,Residential,Condo,1
2020065,2020,Tolland,H2 TOLLAND MEADOWS,55200,90000,0.6133,Residential,Condo,0
200106,2020,Torrington,2651 TORRINGFORD W ST,126570,225005,0.5625,Residential,Single Family,0
200174,2020,Torrington,194 LEDGE DR,58020,122500,0.4736,Residential,Condo,0
200359,2020,Trumbull,94 NORTH STOWE PLACE,256550,451000,0.5688,Residential,Single Family,1
200599,2020,Trumbull,29 WALNUT AVE,237440,420000,0.5653,Residential,Single Family,1
200627,2020,Trumbull,12 ROSEVIEW COURT,475160,905000,0.525,Residential,Single Family,1
200011,2020,Trumbull,14 WOODLAWN DR,183190,370000,0.4951,Residential,Single Family,0
200233,2020,Trumbull,8 TURNER AVE,202160,365000,0.5538,Residential,Single Family,0
200374,2020,Vernon,27 TRACY DRIVE,129190,226800,0.5696,Residential,Single Family,1
200484,2020,Vernon,90 MONTAUK DR,126800,300000,0.4226,Residential,Single Family,1
200055,2020,Washington,136 OLD LITCHFIELD RD,1030330,2285000,0.4509,Residential,Single Family,1
201224,2020,Waterbury,411 HAUSER ST,9860,25000,0.3944,Vacant Land,Nan,1
201592,2020,Waterbury,26 COOPER ST,73860,122000,0.6054,Residential,Single Family,1
201777,2020,Waterbury,18 CAMP ST,36770,150000,0.2451,Residential,Two Family,1
202250,2020,Waterbury,94 SOUTHMAYD RD #3,63100,139900,0.451,Residential,Condo,1
20458,2020,Waterford,4 DONNA ST,271240,710000,0.382,Residential,Single Family,1
20089,2020,Waterford,15 SEA VIEW TERRACE,89770,150000,0.5984,Vacant Land,Nan,0
20149,2020,Watertown,0 FERN HILL RD,62600,95000,0.6589,Vacant Land,Nan,1
20102,2020,Watertown,12 CHARLES ST,127000,223000,0.5695,Residential,Single Family,0
200170,2020,Westbrook,104 CHAPMAN BEACH RD,271120,725000,0.3739,Residential,Single Family,1
200014,2020,Westbrook,233 KENROSE TER,245790,382000,0.6434,Residential,Single Family,0
200376,2020,West Hartford,1838 ASYLUM AVENUE,216580,305000,0.71,Residential,Single Family,1
200494,2020,West Hartford,82 WHITE AVENUE,181720,327900,0.5541,Residential,Single Family,1
200557,2020,West Hartford,23 TIMBERWOOD ROAD,166670,305000,0.5464,Residential,Condo,1
2000448,2020,Wethersfield,938 RIDGE RD,158870,315000,0.5043,Residential,Single Family,1
2000513,2020,Wethersfield,215 NOTT ST,144050,257500,0.5594,Residential,Single Family,1
2000066,2020,Wethersfield,261 COPPERMILL RD,297710,500000,0.5954,Residential,Single Family,0
20200053,2020,Willington,14 ANGELA LN,43170,115000,0.3753,Vacant Land,Nan,1
2020212,2020,Wilton,126 SCRIBNER HILL RD,336630,599000,0.5619,Residential,Single Family,1
2020333,2020,Wilton,27 VILLAGE WALK,192710,301000,0.6402,Residential,Condo,1
2020553,2020,Wilton,621 NOD HILL RD,550830,1140000,0.4831,Residential,Single Family,1
2020128,2020,Wilton,145 SKUNK LANE,168070,285000,0.5897,Residential,Condo,0
20336,2020,Winchester,348 W WAKEFIELD BLVD,307760,709000,0.434,Residential,Single Family,1
20079,2020,Winchester,11 BAKER ST,98490,174000,0.566,Residential,Single Family,0
200324,2020,Windsor,851 MARSHALL PHELPS RD,423220,550000,0.7694,Commercial,Nan,1
200532,2020,Windsor,375 DUNFEY LN,89460,195000,0.4587,Residential,Condo,1
200559,2020,Windsor,9 AMANDA CIR,156030,300000,0.5201,Residential,Single Family,1
200091,2020,Windsor,33 RIVER ST,429590,850000,0.5054,Commercial,Nan,0
200016,2020,Windsor Locks,85 FOX HOLLOW DR,114730,182460,0.6287,Residential,Condo,0
200288,2020,Wolcott,3 LANCEWOOD LN,157150,273000,0.5756,Residential,Single Family,1
20020002,2020,Woodbury,11 EDGEHILL CT,76230,75000,1.0164,Residential,Condo,1
200031,2020,Woodstock,PLAYGROUND DR,12600,21000,0.6,Vacant Land,Nan,0
200577,2020,Enfield,23 COTTAGE RD,155200,229900,0.675,Residential,Single Family,1
20445,2020,Bethel,75 ROCKWELL ROAD,252140,483000,0.522,Residential,Single Family,1
200693,2020,Danbury,10 BOUGHTON ST,246700,399000,0.6182,Residential,Three Family,1
200260,2020,Avon,24 KING RICHARDS COURT,469820,672050,0.699,Residential,Single Family,1
20398,2020,Hartford,135 FRANKLIN AVE & 34 STANDISH,229950,550000,0.418090909,Commercial,Nan,1
200789,2020,Glastonbury,102 CHATHAM HILL RD,476500,767500,0.6208,Residential,Single Family,1
200772,2020,Groton,30 SUNNYSIDE PARK,112840,265000,0.4258,Residential,Single Family,1
201446,2020,Greenwich,14 RIVERVIEW COURT,620480,965000,0.6429,Residential,Single Family,1
200708,2020,Glastonbury,42 BELL ST,161300,315000,0.512,Residential,Single Family,1
200507,2020,Avon,15 COTTONWOOD DRIVE,96550,184900,0.5221,Residential,Condo,1
2020108,2020,Ansonia,145 PULASKI HWY,136100,269000,0.5059,Residential,Single Family,1
200060,2020,East Granby,8 MILLER ROAD,116900,215000,0.5437,Residential,Single Family,1
200544,2020,Glastonbury,112 ABBEY RD,343800,612500,0.5613,Residential,Single Family,1
200061,2020,Woodstock,49 LEBANON HILL RD,137500,195000,0.7051,Residential,Single Family,0
200226,2020,Litchfield,104 MEADOW ST,122270,267500,0.457,Residential,Single Family,1
200007,2020,Lyme,23 HONEY HILL LANE,227149,530000,0.4285,Residential,Single Family,0
20041,2020,Franklin,189 KAHN RD,225990,380000,0.5947,Residential,Single Family,1
20000009,2020,Brookfield,35 INDIAN TRAIL,315430,660000,0.4779,Residential,Single Family,0
20138,2020,Burlington,33 FAWN HILL DR,238350,330000,0.7222,Residential,Single Family,1
20010,2020,Colebrook,47 FLAGG HILL ROAD,203700,178000,1.1443,Residential,Single Family,0
200000324,2020,Brookfield,30 GREAT HERON LN,327010,467000,0.7002,Residential,Condo,1
201312,2020,Griswold,17-19 SCHOOL RD,108430,150000,0.722866667,Residential,Two Family,1
200221,2020,Guilford,14 HAZEL RD,163820,301473,0.5433,Residential,Single Family,1
200207,2020,Essex,36 SAYBROOK RD,248400,462500,0.537,Residential,Single Family,1
20913,2020,East Hartford,2 LAFAYETTE AVE,87380,235000,0.3718,Residential,Single Family,1
201049,2020,Manchester,36I MARJORIE LANE,106500,204000,0.522,Residential,Condo,1
200188,2020,East Lyme,56 CARRIAGE HILL RD,146860,272500,0.5389,Residential,Single Family,1
200930,2020,Greenwich,19 PINTAIL LANE,1481130,2545000,0.581976424,Residential,Single Family,1
20481,2020,Bethel,7 DRUID LANE,54929,589294,0.093211538,Residential,Condo,1
201234,2020,Cromwell,11 BRITTANY CIRCLE,214690,355000,0.6047,Residential,Single Family,1
201219,2020,Manchester,236 WEST CENTER STREET,103300,210000,0.4919,Residential,Single Family,1
200020,2020,Bozrah,BRUSH HILL RD,41650,99000,0.4207,Vacant Land,Nan,1
200076,2020,East Windsor,ELLSWORTH RD,10460,149900,0.0697,Vacant Land,Nan,1
200622,2020,Danbury,60 PADANARAM RD D23,126400,231400,0.5462,Residential,Condo,1
20000104,2020,Brookfield,14 BRISTOL PATH UNIT #14,141730,215000,0.659209302,Residential,Condo,0
200223,2020,Guilford,173 MIDDLE RD,162820,285000,0.5712,Residential,Single Family,1
2020133,2020,Berlin,147 WOODHAVEN DRIVE,174600,339000,0.515,Residential,Single Family,1
200400,2020,Manchester,42 LONGVIEW DRIVE,256300,470000,0.5453,Residential,Single Family,0
200574,2020,Manchester,1076 TOLLAND TURNPIKE,116100,338376,0.3431,Commercial,Nan,1
2020046,2020,Berlin,18 WINDING MEADOW DRIVE,194200,299900,0.6475,Residential,Single Family,0
200707,2020,Farmington,75 PINNACLE RD,323480,650000,0.4976,Residential,Single Family,1
201148,2020,Hartford,21 ELLIOTT ST,76918,280000,0.274707143,Residential,Three Family,1
20000209,2020,Brookfield,162 LONG MEADOW HILL RD,237840,375000,0.6342,Residential,Single Family,1
200000382,2020,Brookfield,10 MEADOW DR,223440,450000,0.4965,Residential,Single Family,1
200121,2020,Avon,63 NORTHGATE,528490,775000,0.6819,Residential,Single Family,0
20166,2020,Darien,159 MIDDLESEX ROAD,693980,940000,0.7382,Residential,Single Family,1
200013,2020,Bloomfield,95 SPRINGWOOD LN,206640,285000,0.725,Residential,Single Family,0
200052,2020,Colchester,308 WESTCHESTER RD,133900,315000,0.425,Residential,Single Family,0
200052,2020,Goshen,36 SANDY BEACH ROAD,211730,290000,0.730103448,Residential,Single Family,1
200258,2020,Enfield,61 CANDLEWOOD,94270,165900,0.5682,Residential,Single Family,0
200256,2020,Groton,28 TAUTOG ST,521430,903500,0.5771,Residential,Single Family,1
200051,2020,Madison,30 EVARTS LN,392900,629000,0.6246,Residential,Condo,0
20191,2020,Darien,31 PATRICIA LANE,646450,1180000,0.5478,Residential,Single Family,1
201218,2020,Danbury,55 MILL PLAIN RD 31-1,106300,236900,0.4487,Residential,Condo,1
2000228,2020,Bloomfield,92 ADAMS ROAD,170520,300000,0.5684,Residential,Single Family,1
201254,2020,Hartford,107 HENRY ST,110911,325000,0.3412,Residential,Three Family,1
200315,2020,East Lyme,14 RIVER RD,334600,260000,1.2869,Residential,Single Family,1
200739,2020,Farmington,125 BIRDSEYE RD,155270,315000,0.4929,Residential,Single Family,1
200240,2020,Madison,389 COUNTY RD,218500,200000,1.0925,Residential,Single Family,1
200984,2020,Manchester,41 STEELE FARM DRIVE,292500,530000,0.5518,Residential,Single Family,1
200129,2020,Canton,61 SECRET LAKE ROAD,167910,280000,0.5996,Residential,Single Family,1
